Location ID,Location HSCA start date,Care home?,Location Name,Location Region,Location Local Authority,Location Street Address,Location City,Location Postal Code,Location Latitude,Location Longitude,Location Parliamentary Constituency,Provider Nominated Individual Name,"Regulated activity - Treatment of disease, disorder or injury",Service type - Care home service with nursing,Service type - Care home service without nursing,Service user band - Children 0-18 years,Service user band - Dementia,Service user band - Learning disabilities or autistic spectrum disorder,Service user band - Mental Health,Service user band - Older People,Service user band - Physical Disability,Service user band - Sensory Impairment,Service user band - Younger Adults,num_values_found,num_values_found.1,lad,msoa,area,Care homes beds,occupancy_mean,%occupancy_mean,probability_mean,occupancy_std,%occupancy_std,probability_std
1-120785250,2011-01-21,Y,The Kent Autistic Trust - 30 The Close,South East,Medway,30 The Close,Rochester,ME1 1SD,51.382338,0.500577,Rochester and Strood,"Hagan, Joan",,,Y,,,Y,,,,,,3,3,E06000035,E02003327,E00081548,6,5.0,89.0,0.98037,1.0,19.245,0.01579
1-121477645,2011-01-10,Y,Heatherdale Healthcare Limited,South East,Medway,204 Hempstead Road,Gillingham,ME7 3QG,51.349436,0.571313,Gillingham and Rainham,"Sanghera, Baljit",Y,Y,,,,,,Y,,,,5,5,E06000035,E02003348,E00081137,43,38.0,87.0,0.90701,3.0,6.2834,0.11344
1-124270785,2010-12-07,Y,Acorn House Residential Home Limited,South East,Medway,39 Maidstone Road,Chatham,ME4 6DP,51.374505,0.521935,Chatham and Aylesford,"Rose, Bradley",,,Y,,Y,,,Y,,,,6,6,E06000035,E02003334,E00080972,20,14.0,70.0,0.8521,5.0,25.4951,0.20912
1-124995259,2011-01-07,Y,Grace Manor Care Centre,South East,Medway,348 Grange Road,Gillingham,ME7 2UD,51.387106,0.576041,Gillingham and Rainham,"Willis-Read, Rosamunde",Y,Y,,,Y,Y,Y,Y,Y,Y,Y,8,8,E06000035,E02003323,E00167417,60,51.0,85.0,0.89998,4.0,6.0912,0.06085
1-125730516,2011-01-24,Y,Welcome House - Nickleby Lodge,South East,Medway,32 The Close,Rochester,ME1 1SD,51.382338,0.500577,Rochester and Strood,*,,,Y,,,,Y,,,,,5,5,E06000035,E02003327,E00081548,10,6.0,58.0,0.98826,1.0,8.3666,0.0111
1-125730616,2011-01-24,Y,Welcome House - Leeza Court,South East,Medway,9 London Road,Gillingham,ME8 7RG,51.365026,0.601294,Gillingham and Rainham,*,,,Y,,,,Y,,,,,6,6,E06000035,E02003342,E00081344,16,13.0,83.0,0.81128,1.0,7.5691,0.14473
1-125730630,2011-01-24,Y,Welcome House - The Chestnuts,South East,Medway,10 Watts Avenue,Rochester,ME1 1RX,51.383429,0.500838,Rochester and Strood,*,,,Y,,,,Y,,,,,5,5,E06000035,E02003327,E00081544,15,10.0,69.0,0.96958,2.0,12.1106,0.03079
1-125855962,2011-02-15,Y,Friston House,South East,Medway,414 City Way,Rochester,ME1 2BQ,51.366637,0.508902,Rochester and Strood,"O'Reilly, Michael",Y,Y,,,Y,,,Y,,,Y,3,3,E06000035,E02003339,E00081479,81,79.0,97.0,0.96048,1.0,1.4256,0.04255
1-126576310,2011-01-24,Y,Avenues South East - 25 Beacon Close,South East,Medway,25 Beacon Close,Gillingham,ME8 9AP,51.358244,0.598094,Gillingham and Rainham,"Gower-Smith, Daniel",,,Y,,,Y,,,,,,1,1,E06000035,E02003342,E00081327,3,2.0,67.0,0.99427,,,
1-126576334,2011-01-24,Y,Avenues South East - 2a Higham Road,South East,Medway,Wainscott,Rochester,ME3 8BB,51.413396,0.510944,Rochester and Strood,"Gower-Smith, Daniel",,,Y,,,Y,,,,,,0,0,E06000035,E02003317,E00167402,4,4.0,99.85984401893953,,,,
1-126576382,2011-01-24,Y,Avenues South East - 74 Wilson Avenue,South East,Medway,74 Wilson Avenue,Rochester,ME1 2RL,51.364052,0.515772,Rochester and Strood,"Gower-Smith, Daniel",,,Y,,,Y,,,Y,,,4,4,E06000035,E02003339,E00081483,6,4.0,75.0,0.97819,1.0,9.6225,0.03287
1-126576395,2011-01-24,Y,Avenues South East - 320 Hempstead Road,South East,Medway,320 Hempstead Road,Gillingham,ME7 3QH,51.346572,0.569874,Gillingham and Rainham,"Gower-Smith, Daniel",,,Y,,,Y,,,Y,,,2,2,E06000035,E02003348,E00081137,4,4.0,100.0,0.75324,0.0,0.0,0.0
1-129076431,2010-12-10,Y,Rogers House,South East,Medway,Drewery Drive,Gillingham,ME8 0NX,51.34892,0.585761,Gillingham and Rainham,"Redman, Jill",,,Y,,Y,,,Y,,,,4,4,E06000035,E02003348,E00081140,43,35.0,82.0,0.94904,8.0,19.2125,0.02354
1-131512699,2011-03-10,Y,Chimnies Residential Care Home,South East,Medway,Chimnies,Rochester,ME3 9PD,51.462989,0.638898,Rochester and Strood,"Ong, Kim",,,Y,,Y,,,Y,,,,4,4,E06000035,E02003314,E00081236,29,20.0,71.0,0.92776,3.0,11.7781,0.04592
1-136882742,2010-12-06,Y,Orchard View,South East,Medway,"1, Parsonage Lane",Rochester,ME2 4HP,51.402229,0.505746,Rochester and Strood,"Collier, Sam",,,Y,,,Y,,,,,,3,3,E06000035,E02003319,E00081567,9,7.0,81.0,0.79772,1.0,12.83,0.22342
1-136882799,2010-12-06,Y,Rochester House,South East,Medway,221 Maidstone Road,Rochester,ME1 3BU,51.379766,0.502679,Rochester and Strood,"Collier, Sam",,,Y,,,Y,,,,,,4,4,E06000035,E02003330,E00081452,10,10.0,98.0,0.97478,0.0,5.0,0.00989
1-137436574,2011-01-24,Y,Pembroke House,South East,Medway,11 Oxford Road,Gillingham,ME7 4BS,51.378148,0.555102,Gillingham and Rainham,"Brown, Carole",Y,Y,,,,,,Y,,,,3,3,E06000035,E02003326,E00081749,55,49.0,89.0,0.91795,3.0,5.4545,0.00949
1-1386007651,2014-05-09,Y,Millstream House,South East,Medway,4 Mill Road,Rochester,ME2 3BT,51.40187,0.497271,Rochester and Strood,"Cannon, Andrew",,,Y,,,Y,,,Y,,Y,4,4,E06000035,E02003319,E00081577,22,15.0,68.0,0.90627,3.0,15.7459,0.08156
1-1386007795,2014-05-09,Y,Ridgeway,South East,Medway,11 Park Avenue,Gillingham,ME7 4AS,51.376924,0.556385,Gillingham and Rainham,"Cannon, Andrew",,,Y,,,Y,,,,,Y,4,4,E06000035,E02003326,E00081749,6,5.0,88.0,0.85993,1.0,15.9571,0.12975
1-1436403312,2014-06-03,Y,351 Maidstone Road,South East,Medway,351 Maidstone Road,Gillingham,ME8 0HU,51.353797,0.591752,Gillingham and Rainham,"Cannon, Andrew",,,Y,,,Y,,,,,Y,4,4,E06000035,E02003343,E00081333,5,4.0,80.0,0.96693,0.0,0.0,0.02144
1-1438812851,2014-06-18,Y,Sir Evelyn Road,South East,Medway,74 Sir Evelyn Road,Rochester,ME1 3LZ,51.364748,0.497147,Rochester and Strood,"Cannon, Andrew",,,Y,,,Y,,,,,Y,2,2,E06000035,E02003337,E00081538,6,5.0,83.0,0.96403,0.0,0.0,0.04852
1-1462963184,2014-07-31,Y,Hawthorn Manor Residential Home,South East,Medway,369 Maidstone Road,Gillingham,ME8 0HX,51.35142,0.590656,Gillingham and Rainham,"Sanghera, Baljit",,,Y,,,,,Y,,,,4,4,E06000035,E02003349,E00081400,37,33.0,90.0,0.86139,2.0,5.5718,0.17754
1-152868472,2011-01-27,Y,36a Birling Avenue,South East,Medway,Rainham,Gillingham,ME8 7EY,51.366288,0.597486,Gillingham and Rainham,"Sutherland, Ian",,,Y,Y,,Y,,Y,,,Y,3,3,E06000035,E02003336,E00081362,7,3.0,43.0,0.76544,1.0,14.2857,0.03979
1-158606408,2011-01-19,Y,Greenford Care Home,South East,Medway,260-262 Nelson Road,Gillingham,ME7 4NA,51.376522,0.551735,Gillingham and Rainham,"Fleming, Fugen",,,Y,,Y,,,Y,,,,7,7,E06000035,E02003332,E00081755,18,16.0,87.0,0.85428,1.0,7.7626,0.18695
1-162217949,2011-04-11,Y,Shaws Wood Residential Care Home,South East,Medway,Mill Road,Strood,ME2 3BU,51.402845,0.495858,Rochester and Strood,"Tricker, Anita",,,Y,,Y,,,Y,,,Y,7,7,E06000035,E02003319,E00081577,39,33.0,86.0,0.92761,4.0,10.6605,0.04127
1-166509791,2011-03-01,Y,5 Mierscourt Close,South East,Medway,5 Mierscourt Close,Rainham,ME8 8JD,51.360776,0.614815,Gillingham and Rainham,*,,,Y,,,Y,,,,,,0,0,E06000035,E02003338,E00081389,1,1.0,99.6743676029849,,,,
1-2031929871,2015-04-28,Y,Downers Court,South East,Medway,1 & 2 Downer Court,Rochester,ME1 2SA,51.365273,0.517175,Rochester and Strood,"Tsigarides, Debbie",,,Y,,,Y,Y,,Y,Y,Y,1,1,E06000035,E02003339,E00081483,3,3.0,100.0,0.99547,,,
1-221575483,2011-06-22,Y,Darland House,South East,Medway,29 Darland Avenue,Gillingham,ME7 3AL,51.370675,0.561252,Gillingham and Rainham,"Riley, Martin",Y,Y,,,Y,,,Y,,,,5,5,E06000035,E02003332,E00081764,40,32.0,81.0,0.85777,13.0,31.4543,0.08326
1-221793115,2011-05-08,Y,Amherst Court,South East,Medway,Palmerston Road,Chatham,ME4 6LU,51.365058,0.524188,Chatham and Aylesford,"Cross, Stuart",,Y,Y,,Y,,,Y,,,,2,2,E06000035,E02003340,E00081010,71,82.0,116.0,0.79877,32.0,44.8166,0.13024
1-228968856,2011-04-09,Y,Rose House,South East,Medway,25 Railway Street,Gillingham,ME7 1XH,51.387285,0.551428,Gillingham and Rainham,"Wordley, Katie",,,Y,,Y,Y,,Y,Y,,,3,3,E06000035,E02003325,E00081063,18,11.0,63.0,0.8757,4.0,22.4525,0.06751
1-231314305,2011-05-03,Y,Charing House,South East,Medway,Canterbury Street,Gillingham,ME7 5AY,51.375428,0.553241,Gillingham and Rainham,"Osman, Cemal",Y,Y,,,Y,Y,,Y,Y,Y,Y,4,4,E06000035,E02003332,E00081755,88,60.0,68.0,0.88359,39.0,44.7868,0.12498
1-235979751,2011-05-27,Y,Yew Tree Holdings Limited,South East,Medway,Yew Tree Lodge,Rochester,ME3 9BJ,51.425681,0.573506,Rochester and Strood,"Ali, Abida",,,Y,,,,,Y,,,,5,5,E06000035,E02003314,E00081268,26,23.0,87.0,0.84948,4.0,15.7645,0.12526
1-291181196,2011-07-11,Y,Ampersand,South East,Medway,Parsonage Lane,Rochester,ME2 4HP,51.402229,0.505746,Rochester and Strood,"Ravichandran, Radha",,,Y,,Y,,,Y,,,,2,2,E06000035,E02003319,E00081567,43,19.0,44.0,0.82913,7.0,16.4443,0.21814
1-2922792981,2016-09-26,Y,Welcome House - Gillingham Homes,South East,Medway,"66, 68 & 72 Milton Road",Gillingham,ME7 5LW,51.376327,0.548289,Gillingham and Rainham,*,,,Y,,,,Y,Y,,,Y,2,2,E06000035,E02003329,E00081127,9,4.0,39.0,0.99924,1.0,7.8567,0.00022
1-304010767,2011-11-04,Y,Copper Beeches,South East,Medway,5 Sylewood Close,Rochester,ME1 3LL,51.363757,0.49593,Rochester and Strood,"Southall, Natasha",Y,Y,,,Y,,,Y,,,,4,4,E06000035,E02003337,E00081538,36,34.0,93.0,0.9691,2.0,4.8113,0.00874
1-3135856666,2016-12-23,Y,Fort Horsted Care Home Ltd,South East,Medway,Primrose Close,Chatham,ME4 6HZ,51.358713,0.513971,Rochester and Strood,"Jana, Jyothi",Y,Y,,,,,,Y,,,,4,4,E06000035,E02003346,E00189741,30,26.0,85.0,0.87535,3.0,8.8192,0.07843
1-3178873232,2016-12-23,Y,Valley View Care Home Ltd,South East,Medway,Maidstone Road,Rochester,ME1 3LT,51.363625,0.498739,Rochester and Strood,"Jana, Jyothi",Y,Y,,,,,,Y,,,,6,6,E06000035,E02003337,E00081538,33,27.0,81.0,0.95076,4.0,10.7849,0.05582
1-3178920426,2016-12-23,Y,Byron Lodge Care Home Ltd,South East,Medway,105-107 Rock Avenue,Gillingham,ME7 5PX,51.378238,0.546455,Gillingham and Rainham,"Jana, Jyothi",Y,Y,,,,,,Y,,,,0,0,E06000035,E02003329,E00081123,28,24.0,86.28041095799075,,,,
1-327546571,2011-11-01,Y,Frindsbury Hall Care Home,South East,Medway,Frindsbury Hill,Rochester,ME2 4JS,51.404736,0.505437,Rochester and Strood,"Harkin, Karen",Y,Y,,,Y,,Y,Y,Y,Y,Y,3,3,E06000035,E02003317,E00081618,74,50.0,67.0,0.84591,3.0,3.4008,0.04757
1-3499265741,2017-02-20,Y,Aquarius Care Home,South East,Medway,8 Watson Avenue,Chatham,ME5 9SH,51.349169,0.509427,Rochester and Strood,*,Y,Y,Y,,Y,,,Y,Y,Y,Y,3,3,E06000035,E02003346,E00081501,20,19.0,93.0,0.95406,3.0,12.5831,0.0257
1-378242787,2012-04-02,Y,Rock House,South East,Medway,109 Rock Avenue,Gillingham,ME7 5PY,51.376407,0.54667,Gillingham and Rainham,"Herkanaidu, Rodney",,,Y,,,,Y,Y,,,Y,4,4,E06000035,E02003329,E00081129,15,13.0,88.0,0.9104,0.0,3.3333,0.07668
1-4158922936,2017-08-29,Y,Durland House Residential Home,South East,Medway,160 High Street,Gillingham,ME8 8AT,51.362067,0.613854,Gillingham and Rainham,"Sturch, Lee",,,Y,,,,,Y,,,,1,1,E06000035,E02003342,E00081312,12,6.0,50.0,0.99743,,,
1-443033772,2012-07-27,Y,The Shrubbery,South East,Medway,35 Frindsbury Road,Rochester,ME2 4TD,51.399646,0.498243,Rochester and Strood,"Wint, Stella",,,Y,,,Y,Y,Y,Y,Y,Y,0,0,E06000035,E02003319,E00081584,15,14.0,94.29230560803656,,,,
1-450745337,2012-08-02,Y,The Brookland,South East,Medway,42C Magpie Hall Road,Chatham,ME4 5ND,51.373174,0.53317,Chatham and Aylesford,"Agbetorwoka, Daniel",,,Y,,,Y,,,,,Y,0,0,E06000035,E02003335,E00081003,1,1.0,98.14532748577145,,,,
1-4564329165,2017-11-27,Y,Jersey Road,South East,Medway,11B Jersey Road,Rochester,ME2 3PB,51.398292,0.485805,Rochester and Strood,"Tsigarides, Debbie",,,Y,,,Y,Y,,,,Y,1,1,E06000035,E02003318,E00081588,4,3.0,75.0,0.92724,,,
1-480975512,2012-11-01,Y,579 Maidstone Road,South East,Medway,579 Maidstone Road,Gillingham,ME8 0LQ,51.341137,0.588381,Gillingham and Rainham,"Cannon, Andrew",,,Y,,,Y,Y,Y,Y,Y,Y,3,3,E06000035,E02003349,E00081415,6,6.0,100.0,0.90506,0.0,0.0,0.0948
1-4856961201,2018-02-28,Y,Castle View House,South East,Medway,9 Castle View Road,Rochester,ME2 3PP,51.396805,0.486817,Rochester and Strood,"Makoni, James",,,Y,,Y,,Y,Y,,,Y,5,5,E06000035,E02003319,E00081556,8,6.0,80.0,0.83794,1.0,11.1803,0.17515
1-556140145,2013-01-16,Y,Star Care Lodge,South East,Medway,15-17 Park Avenue,Gillingham,ME7 4AS,51.376924,0.556385,Gillingham and Rainham,"Garba, Shatu",,,Y,,,,Y,Y,,,Y,2,2,E06000035,E02003326,E00081749,13,8.0,62.0,0.77884,4.0,32.6357,0.26072
1-604816190,2013-05-03,Y,Sinon House Therapeutic Unit,South East,Medway,16 The Terrace,Rochester,ME1 1XN,51.385459,0.506037,Rochester and Strood,"Olyedemi, Michael",,,Y,,,Y,Y,,,,Y,5,5,E06000035,E02003327,E00081541,3,3.0,100.0,0.91926,0.0,0.0,0.1289
1-626011673,2015-07-27,Y,Stuart House,South East,Medway,42-44 Stuart Road,Gillingham,ME7 4AD,51.374854,0.554818,Gillingham and Rainham,"Endeley, Emilia",,Y,,,,Y,Y,,,Y,Y,2,2,E06000035,E02003332,E00081761,11,2.0,23.0,0.9994,1.0,6.4282,0.0
1-6349822560,2019-01-24,Y,Grafton Lodge,South East,Medway,40 Goddington Road,Rochester,ME2 3DE,51.401387,0.495894,Rochester and Strood,"Ratnasingham, Darshini",,,Y,,Y,,,Y,Y,Y,,7,7,E06000035,E02003319,E00081566,22,16.0,73.0,0.8888,2.0,9.6168,0.10916
1-641846551,2013-08-22,Y,Park View Care Home,South East,Medway,Canterbury Street,Gillingham,ME7 5AY,51.375428,0.553241,Gillingham and Rainham,"Osman, Cemal",,,Y,,Y,,,Y,,,Y,3,3,E06000035,E02003332,E00081755,44,27.0,61.0,0.86275,20.0,45.9631,0.12039
1-652204498,2013-03-12,Y,Insight Walderslade,South East,Medway,73 Robin Hood Lane,Chatham,ME5 9NP,51.336459,0.523334,Chatham and Aylesford,"Cashford, Lynda",,,Y,,,Y,,,,,Y,2,2,E06000035,E02003350,E00081722,6,6.0,100.0,0.97715,0.0,0.0,0.03146
1-667611293,2013-04-12,Y,Platters Farm Lodge,South East,Medway,Highfield Road,Gillingham,ME8 0EQ,51.359404,0.593261,Gillingham and Rainham,"Montgomery, Paul",,,Y,,Y,,,Y,,,Y,5,5,E06000035,E02003342,E00081320,43,29.0,68.0,0.89822,7.0,15.8924,0.05807
1-7232850870,2019-08-23,Y,Watts Healthcare Ltd,South East,Medway,209-211,Rochester,ME1 3BU,51.379766,0.502679,Rochester and Strood,"Thind, Jashpal",Y,Y,,,Y,,,Y,Y,Y,Y,1,1,E06000035,E02003330,E00081452,32,1.0,3.0,0.96011,,,
1-845750711,2013-08-12,Y,Ruth Lodge,South East,Medway,6 Ruth Street,Chatham,ME4 5NU,51.374302,0.532169,Chatham and Aylesford,"Agbetorwoka, Daniel",,,Y,,,Y,,,,,Y,2,2,E06000035,E02003335,E00167419,2,2.0,100.0,0.97238,0.0,0.0,0.03639
1-898047552,2013-09-04,Y,Victory Care Home,South East,Medway,Nelson Terrace,Chatham,ME5 7JZ,51.368182,0.548139,Chatham and Aylesford,"Summerson, Raina",,,Y,,Y,,Y,Y,Y,Y,,3,3,E06000035,E02003333,E00081208,61,51.0,83.0,0.89386,4.0,6.6253,0.04889
1-909306102,2013-09-02,Y,Rochester Care Home,South East,Medway,Robert Bean Care Centre,Rochester,ME1 2QT,51.370042,0.513241,Rochester and Strood,"Summerson, Raina",,,Y,,Y,,Y,Y,Y,Y,,3,3,E06000035,E02003339,E00081508,64,54.0,85.0,0.85539,4.0,6.5052,0.04851
1-9173028750,2020-09-21,Y,Kingsdown House,South East,Medway,46 Goddington Road,Kent,ME2 3DE,51.401387,0.495894,Rochester and Strood,"Collier, Sam",,,Y,,,Y,,,Y,,Y,1,1,E06000035,E02003319,E00081566,9,9.0,100.0,0.99908,,,
1-9177059380,2020-09-21,Y,Woodbridge House,South East,Medway,151 Sturdee Avenue,Gillingham,ME7 2HH,51.378589,0.565387,Gillingham and Rainham,"Collier, Sam",,,Y,,,Y,,Y,Y,,Y,3,3,E06000035,E02003326,E00081118,10,8.0,83.0,0.91891,2.0,20.8167,0.05695
1-107928596,2010-12-01,Y,Beech House - Binfield,South East,Bracknell Forest,London Road,Bracknell,RG42 4AB,51.420792,-0.782815,Windsor,"Dhalla, Salim",,,Y,,Y,,,Y,,,,4,4,E06000036,E02003353,E00081795,31,27.0,86.0,0.86569,2.0,4.8387,0.23139
1-108787978,2011-01-18,Y,Far End Residential Home,South East,Bracknell Forest,"Far End, Sandhurst Lodge",Crowthorne,RG45 7QD,51.361064,-0.822232,Bracknell,*,,,Y,,Y,,,Y,,,,3,3,E06000036,E02003363,E00082000,3,3.0,100.0,0.8909,0.0,0.0,0.16509
1-109168717,2011-01-21,Y,The Homestead (Crowthorne) Limited,South East,Bracknell Forest,18 Heath Hill Road North,Crowthorne,RG45 7BX,51.369849,-0.798319,Bracknell,"Minks, Duke",,,Y,,Y,,,Y,,,,1,1,E06000036,E02003363,E00081902,23,17.0,74.0,0.87767,,,
1-111214617,2010-12-07,Y,Pinehurst Care Centre,South East,Bracknell Forest,38-44 Dukes Ride,Crowthorne,RG45 6ND,51.370941,-0.794369,Bracknell,"Willis-Read, Rosamunde",,,Y,,Y,,,Y,,,,3,3,E06000036,E02003363,E00081897,50,39.0,77.0,0.82568,7.0,14.1892,0.13735
1-112860859,2010-11-18,Y,St David's Nursing Home,South East,Bracknell Forest,Ascot Priory,Ascot,SL5 8RS,51.417421,-0.70745,Windsor,"Tanner, David",Y,Y,,,,,,Y,,,,2,2,E06000036,E02003356,E00188478,39,30.0,78.0,0.97876,2.0,5.4393,0.0001
1-112860904,2010-11-18,Y,St Christopher's Care Home,South East,Bracknell Forest,Ascot Priory,Ascot,SL5 8RS,51.417421,-0.70745,Windsor,"Tanner, David",,,Y,,,,,Y,,,,3,3,E06000036,E02003356,E00188478,25,16.0,63.0,0.9824,2.0,6.1101,0.00445
1-118895280,2010-11-16,Y,Fourways Residential Home,South East,Bracknell Forest,45 Scotland Hill,Sandhurst,GU47 8JR,51.34836,-0.80474,Bracknell,"Atkinson, Rowen",,,Y,,Y,,,Y,,,,4,4,E06000036,E02003365,E00082005,20,16.0,78.0,0.91481,3.0,13.2288,0.01649
1-129460261,2010-12-20,Y,The Lodge,South East,Bracknell Forest,21 Roundshead Drive,Bracknell,RG42 3RZ,51.42182,-0.736451,Windsor,"Cannon, Andrew",,,Y,,,Y,,Y,,,Y,4,4,E06000036,E02003354,E00082074,5,4.0,75.0,0.86137,0.0,10.0,0.26705
1-129557137,2010-12-23,Y,Bracknell Care Home,South East,Bracknell Forest,Crowthorne Road,Bracknell,RG12 7DN,51.405355,-0.758283,Bracknell,"Southall, Natasha",Y,Y,,,,,,Y,Y,,,6,6,E06000036,E02003358,E00082093,30,25.0,84.0,0.762,2.0,7.1233,0.22656
1-136373349,2011-01-13,Y,Waymead Short Term Care,South East,Bracknell Forest,St Anthony's Close,Bracknell,RG42 2EB,51.421518,-0.757831,Bracknell,"Doherty, Hannah",,,Y,,,Y,,,,,,3,3,E06000036,E02003355,E00082062,10,20.0,197.0,0.62058,17.0,170.3917,0.29147
1-4084189711,2017-07-21,Y,Astbury Manor Care Home,South East,Bracknell Forest,Crowthorne Road North,Bracknell,RG12 7AU,51.411311,-0.75181,Bracknell,"Matthews, Ian",,,Y,,Y,,Y,Y,Y,Y,Y,2,2,E06000036,E02003358,E00082097,64,47.0,73.0,0.85614,11.0,17.6777,0.15962
1-4277170808,2017-09-20,Y,St Brendan's Care Home,South East,Bracknell Forest,44 Sandhurst Road,Crowthorne,RG45 7HU,51.364886,-0.796594,Bracknell,"Rodgers, Rachel",,,Y,,Y,,,Y,,,,2,2,E06000036,E02003363,E00081993,62,48.0,77.0,0.77505,4.0,6.843,0.21397
1-8089293376,2020-01-06,Y,Bickerton House,South East,Bracknell Forest,Warfield Road,Bracknell,RG12 2JB,51.419828,-0.743553,Bracknell,"Gilbert, Rachel",Y,Y,,,Y,,,Y,Y,,Y,1,1,E06000036,E02003354,E00081818,77,20.0,26.0,0.60266,,,
1-826671172,2013-07-05,Y,Haldane House Nursing Home,South East,Bracknell Forest,127 Yorktown Road,Sandhurst,GU47 9BW,51.345385,-0.796016,Bracknell,"Atkinson, Rowen",Y,Y,,,Y,,,Y,,,,0,0,E06000036,E02003365,E00081834,25,20.0,80.74036126458091,,,,
1-108580491,2010-11-26,Y,The Old Vicarage,South East,West Berkshire,Parsonage Lane,Hungerford,RG17 0JB,51.415385,-1.52101,Newbury,"Elliott, Nicola",,,Y,,,Y,,,,,Y,1,1,E06000037,E02003376,E00082332,13,11.0,85.0,0.96628,,,
1-111256321,2011-01-19,Y,Watson House,South East,West Berkshire,12 Huckleberry Close,Reading,RG8 8EH,51.478843,-1.044967,Reading West,"Carr, Neil",,,Y,,,Y,,Y,,,Y,1,1,E06000037,E02003370,E00082420,7,7.0,100.0,0.85414,,,
1-111256339,2011-01-19,Y,Elizabeth House,South East,West Berkshire,14 Huckleberry Close,Reading,RG8 8EH,51.478843,-1.044967,Reading West,"Carr, Neil",,,Y,,,Y,,Y,,,Y,2,2,E06000037,E02003370,E00082420,8,8.0,94.0,0.99924,1.0,8.8388,0.00022
1-111256355,2011-01-19,Y,Parry House,South East,West Berkshire,15 Huckleberry Close,Reading,RG8 8EH,51.478843,-1.044967,Reading West,"Carr, Neil",,,Y,,,Y,,Y,,,Y,2,2,E06000037,E02003370,E00082420,8,8.0,106.0,0.89686,1.0,8.8388,0.14502
