area,accommodation type,0-4,5-15,16-17,18-20,21-24,25-29,30+
E00041414,all student household,0,0,0,0,0,0,0
E00041414,communal establishment: Other,0,0,0,0,0,0,0
E00041414,communal establishment: University,0,0,0,0,0,0,0
E00041414,parents,0,56,4,0,0,0,0
E00041415,Does not apply,11,0,2,6,10,29,150
E00041415,Living alone,0,0,0,0,0,0,0
E00041415,Living in another household type,0,0,0,0,2,2,1
E00041415,all student household,0,0,0,0,0,0,0
E00041415,communal establishment: Other,0,0,0,0,0,0,0
E00041415,communal establishment: University,0,0,0,0,0,0,0
E00041415,parents,0,13,0,4,2,0,0
E00041416,Does not apply,18,0,2,8,11,20,203
E00041416,Living alone,0,0,0,0,1,0,1
E00041416,Living in another household type,0,0,2,0,0,0,0
E00041416,all student household,0,0,0,0,0,0,1
E00041416,communal establishment: Other,0,0,0,0,0,0,0
E00041416,communal establishment: University,0,0,0,0,0,0,0
E00041416,parents,0,32,8,3,1,0,0
E00041417,Does not apply,7,0,1,5,7,9,207
E00041417,Living alone,0,0,0,0,0,0,0
E00041417,Living in another household type,0,0,0,0,1,0,0
E00041417,all student household,0,0,0,0,0,0,0
E00041417,communal establishment: Other,0,0,0,0,0,0,0
E00041417,communal establishment: University,0,0,0,0,0,0,0
E00041417,parents,0,28,7,1,0,0,0
E00041418,Does not apply,20,0,0,2,6,12,184
E00041418,Living alone,0,0,0,0,0,0,0
E00041418,Living in another household type,0,1,0,0,0,0,0
E00041418,all student household,0,0,0,0,0,0,1
E00041418,communal establishment: Other,0,0,0,0,0,0,0
E00041418,communal establishment: University,0,0,0,0,0,0,0
E00041418,parents,0,35,1,3,2,0,0
E00041419,Does not apply,3,0,1,3,3,20,214
E00041419,Living alone,0,0,0,0,0,0,0
E00041419,Living in another household type,0,0,0,0,0,0,0
E00041419,all student household,0,0,0,0,0,0,0
E00041419,communal establishment: Other,0,0,0,0,0,0,0
E00041419,communal establishment: University,0,0,0,0,0,0,0
E00041419,parents,0,30,4,4,2,0,0
E00041420,Does not apply,17,1,0,6,15,24,162
E00041420,Living alone,0,0,0,0,1,0,0
E00041420,Living in another household type,0,0,0,0,1,1,0
E00041420,all student household,0,0,0,0,0,0,1
E00041420,communal establishment: Other,0,0,0,0,0,0,0
E00041420,communal establishment: University,0,0,0,0,0,0,0
E00041420,parents,0,63,7,4,1,1,0
E00041421,Does not apply,3,0,0,3,21,29,255
E00041421,Living alone,0,0,0,0,0,0,0
E00041421,Living in another household type,0,0,0,0,0,0,0
E00041421,all student household,0,0,0,0,0,0,0
E00041421,communal establishment: Other,0,0,0,0,0,0,0
E00041421,communal establishment: University,0,0,0,0,0,0,0
E00041421,parents,0,19,1,2,1,0,0
E00041422,Does not apply,11,0,0,8,5,17,156
E00041422,Living alone,0,0,0,0,0,0,0
E00041422,Living in another household type,0,1,1,0,0,0,0
E00041422,all student household,0,0,0,0,0,0,0
E00041422,communal establishment: Other,0,0,0,0,0,0,0
E00041422,communal establishment: University,0,0,0,0,0,0,0
E00041422,parents,0,20,1,1,1,0,0
E00041423,Does not apply,25,0,0,5,21,25,153
E00041423,Living alone,0,0,0,0,0,0,0
E00041423,Living in another household type,0,0,0,0,0,0,1
E00041423,all student household,0,0,0,0,0,0,0
E00041423,communal establishment: Other,0,0,0,0,0,0,0
E00041423,communal establishment: University,0,0,0,0,0,0,0
E00041423,parents,0,47,9,6,2,0,0
E00041424,Does not apply,17,0,0,2,23,19,198
E00041424,Living alone,0,0,0,1,0,0,0
E00041424,Living in another household type,0,0,0,0,0,0,2
E00041424,all student household,0,0,0,0,0,0,0
E00041424,communal establishment: Other,0,0,0,0,0,0,0
E00041424,communal establishment: University,0,0,0,0,0,0,0
E00041424,parents,0,47,7,6,1,0,0
E00041425,Does not apply,12,0,0,0,7,8,181
E00041425,Living alone,0,0,0,0,0,0,0
E00041425,Living in another household type,0,2,0,1,0,0,1
E00041425,all student household,0,0,0,0,0,0,0
E00041425,communal establishment: Other,0,0,0,0,0,0,0
E00041425,communal establishment: University,0,0,0,0,0,0,0
E00041425,parents,0,20,3,1,2,0,0
E00041426,Does not apply,8,0,0,1,16,16,188
E00041426,Living alone,0,0,0,0,0,0,0
E00041426,Living in another household type,0,0,0,0,2,0,1
E00041426,all student household,0,0,0,0,0,0,0
E00041426,communal establishment: Other,0,0,0,0,0,0,0
E00041426,communal establishment: University,0,0,0,0,0,0,0
E00041426,parents,0,31,5,0,0,0,0
E00041427,Does not apply,7,0,1,9,10,13,242
E00041427,Living alone,0,0,0,0,0,0,0
E00041427,Living in another household type,0,1,0,0,0,0,1
E00041427,all student household,0,0,0,0,0,0,2
E00041427,communal establishment: Other,0,0,0,0,0,0,0
E00041427,communal establishment: University,0,0,0,0,0,0,0
E00041427,parents,0,30,5,3,2,0,0
E00041429,Does not apply,6,0,1,1,6,4,206
E00041429,Living alone,0,0,0,0,0,0,0
E00041429,Living in another household type,0,0,0,0,0,2,3
E00041429,all student household,0,0,0,0,0,0,0
E00041429,communal establishment: Other,0,0,0,0,0,0,0
E00041429,communal establishment: University,0,0,0,0,0,0,0
E00041429,parents,0,29,4,2,1,0,0
E00041430,Does not apply,16,0,0,9,10,26,278
E00041430,Living alone,0,0,0,0,0,0,0
E00041430,Living in another household type,0,0,1,1,0,0,0
E00041430,all student household,0,0,0,0,0,0,0
E00041430,communal establishment: Other,0,0,0,0,0,0,0
E00041430,communal establishment: University,0,0,0,0,0,0,0
E00041430,parents,0,29,1,2,1,0,0
E00041431,Does not apply,16,0,1,5,13,24,138
E00041431,Living alone,0,0,0,0,1,0,1
E00041431,Living in another household type,0,0,0,0,1,0,2
E00041431,all student household,0,0,0,1,1,0,1
E00041431,communal establishment: Other,0,0,0,0,0,0,0
E00041431,communal establishment: University,0,0,0,0,0,0,0
E00041431,parents,0,21,1,2,0,0,0
E00041432,Does not apply,8,0,0,1,11,13,185
E00041432,Living alone,0,0,0,0,1,0,0
E00041432,Living in another household type,0,0,0,0,0,1,2
E00041432,all student household,0,0,0,0,0,0,0
E00041432,communal establishment: Other,0,0,0,0,0,0,0
E00041432,communal establishment: University,0,0,0,0,0,0,0
E00041432,parents,0,36,4,0,0,0,1
E00041433,Does not apply,13,0,0,4,11,21,131
E00041433,Living alone,0,0,1,0,1,0,2
E00041433,Living in another household type,0,0,0,0,1,0,1
E00041433,all student household,0,0,0,0,0,0,0
E00041433,communal establishment: Other,0,0,0,0,0,0,0
E00041433,communal establishment: University,0,0,0,0,0,0,0
E00041433,parents,0,20,5,3,2,0,0
E00041434,Does not apply,6,0,0,5,9,10,179
E00041434,Living alone,0,0,0,0,0,0,1
E00041434,Living in another household type,0,0,0,0,1,2,0
E00041434,all student household,0,0,0,0,2,0,0
E00041434,communal establishment: Other,0,0,0,0,0,0,0
E00041434,communal establishment: University,0,0,0,0,0,0,0
E00041434,parents,0,28,4,3,1,1,0
E00041435,Does not apply,14,0,0,5,9,12,281
E00041435,Living alone,0,0,0,1,0,0,0
E00041435,Living in another household type,0,0,0,1,0,0,0
E00041435,all student household,0,0,0,0,0,0,0
E00041435,communal establishment: Other,0,0,0,0,0,0,0
E00041435,communal establishment: University,0,0,0,0,0,0,0
E00041435,parents,0,28,3,1,0,0,0
E00041436,Does not apply,17,0,0,4,11,26,174
E00041436,Living alone,0,0,0,0,0,0,0
E00041436,Living in another household type,0,0,0,0,0,0,0
E00041436,all student household,0,0,0,0,0,0,0
E00041436,communal establishment: Other,0,0,0,0,0,0,0
E00041436,communal establishment: University,0,0,0,0,0,0,0
E00041436,parents,0,28,4,1,1,0,0
E00041437,Does not apply,9,0,0,8,8,7,181
E00041437,Living alone,0,0,0,0,0,0,0
E00041437,Living in another household type,0,0,0,0,0,0,0
E00041437,all student household,0,0,0,0,0,0,0
E00041437,communal establishment: Other,0,0,0,0,0,0,0
E00041437,communal establishment: University,0,0,0,0,0,0,0
E00041437,parents,0,31,9,1,0,0,0
E00041438,Does not apply,12,0,0,0,2,13,230
E00041438,Living alone,0,0,0,0,0,0,0
E00041438,Living in another household type,0,0,0,0,0,0,1
E00041438,all student household,0,0,0,0,0,0,0
E00041438,communal establishment: Other,0,0,0,0,0,0,0
E00041438,communal establishment: University,0,0,0,0,0,0,0
E00041438,parents,0,33,7,6,1,2,0
E00041439,Does not apply,15,0,0,4,11,11,173
E00041439,Living alone,0,0,0,0,0,0,0
E00041439,Living in another household type,0,0,0,0,0,0,0
E00041439,all student household,0,0,0,0,0,0,0
E00041439,communal establishment: Other,0,0,0,0,0,0,0
E00041439,communal establishment: University,0,0,0,0,0,0,0
E00041439,parents,0,44,6,3,0,0,0
E00041440,Does not apply,10,0,0,5,6,12,238
E00041440,Living alone,0,0,0,0,0,0,0
E00041440,Living in another household type,0,0,0,0,0,0,0
E00041440,all student household,0,0,0,0,0,0,0
E00041440,communal establishment: Other,0,0,0,0,0,0,0
E00041440,communal establishment: University,0,0,0,0,0,0,0
E00041440,parents,0,35,8,2,0,1,0
E00041441,Does not apply,10,1,0,9,8,11,211
E00041441,Living alone,0,0,0,0,0,0,1
E00041441,Living in another household type,0,3,0,0,0,0,1
E00041441,all student household,0,0,0,0,0,0,1
E00041441,communal establishment: Other,0,0,0,0,0,0,0
E00041441,communal establishment: University,0,0,0,0,0,0,0
E00041441,parents,0,38,10,2,1,0,0
E00041442,Does not apply,8,0,0,5,8,9,207
E00041442,Living alone,0,0,0,0,0,0,0
E00041442,Living in another household type,0,0,0,0,0,1,0
E00041442,all student household,0,0,0,0,0,0,0
E00041442,communal establishment: Other,0,0,0,0,0,0,0
E00041442,communal establishment: University,0,0,0,0,0,0,0
E00041442,parents,0,30,4,1,0,0,0
E00041443,Does not apply,8,0,0,5,6,11,205
E00041443,Living alone,0,0,0,0,0,0,0
E00041443,Living in another household type,0,0,0,0,0,0,0
E00041443,all student household,0,0,0,0,0,0,0
E00041443,communal establishment: Other,0,0,0,0,0,0,0
E00041443,communal establishment: University,0,0,0,0,0,0,0
E00041443,parents,0,25,5,4,2,0,0
E00041444,Does not apply,15,0,2,9,10,15,207
E00041444,Living alone,0,0,0,1,0,0,0
E00041444,Living in another household type,0,1,0,0,0,0,1
E00041444,all student household,0,0,0,0,0,0,0
E00041444,communal establishment: Other,0,3,6,0,0,0,0
E00041444,communal establishment: University,0,0,0,0,0,0,0
E00041444,parents,0,46,4,3,1,0,0
E00041445,Does not apply,3,0,1,5,7,22,188
E00041445,Living alone,0,0,0,0,2,0,0
E00041445,Living in another household type,0,0,0,0,0,0,1
E00041445,all student household,0,0,0,0,0,0,0
E00041445,communal establishment: Other,0,0,0,0,0,0,0
E00041445,communal establishment: University,0,0,0,0,0,0,0
E00041445,parents,0,14,6,3,6,0,0
E00041446,Does not apply,6,0,0,8,9,26,176
E00041446,Living alone,0,0,0,0,0,1,0
E00041446,Living in another household type,0,1,0,0,0,0,0
E00041446,all student household,0,0,0,0,0,0,0
E00041446,communal establishment: Other,0,0,0,0,0,0,0
E00041446,communal establishment: University,0,0,0,0,0,0,0
E00041446,parents,0,27,1,1,0,0,1
E00041447,Does not apply,12,0,0,7,15,19,161
E00041447,Living alone,0,0,0,0,0,0,0
E00041447,Living in another household type,0,0,0,0,0,1,0
E00041447,all student household,0,0,0,0,0,0,0
E00041447,communal establishment: Other,0,0,0,0,0,0,0
E00041447,communal establishment: University,0,0,0,0,0,0,0
E00041447,parents,0,50,5,4,2,1,0
E00041448,Does not apply,15,0,0,0,4,25,101
E00041448,Living alone,0,0,0,0,0,0,0
E00041448,Living in another household type,0,0,0,0,0,0,1
E00041448,all student household,0,0,0,0,1,1,0
E00041448,communal establishment: Other,0,0,0,0,0,0,0
E00041448,communal establishment: University,0,0,0,0,0,0,0
E00041448,parents,0,23,2,1,3,0,0
E00041449,Does not apply,15,0,0,9,5,5,172
E00041449,Living alone,0,0,0,0,0,0,0
E00041449,Living in another household type,0,0,1,0,0,0,1
E00041449,all student household,0,0,0,0,0,0,0
E00041449,communal establishment: Other,0,0,0,0,0,0,0
E00041449,communal establishment: University,0,0,0,0,0,0,0
E00041449,parents,0,29,5,0,0,0,0
E00041450,Does not apply,12,0,0,9,9,8,166
E00041450,Living alone,0,0,0,0,0,0,0
E00041450,Living in another household type,0,1,1,0,0,0,3
E00041450,all student household,0,0,0,0,0,0,0
E00041450,communal establishment: Other,0,0,0,0,0,0,0
E00041450,communal establishment: University,0,0,0,0,0,0,0
E00041450,parents,0,43,4,3,2,0,0
E00041451,Does not apply,19,0,1,9,13,12,187
E00041451,Living alone,0,0,0,0,0,0,0
E00041451,Living in another household type,0,0,0,0,0,0,1
E00041451,all student household,0,0,0,0,0,0,0
E00041451,communal establishment: Other,0,0,0,0,0,0,0
E00041451,communal establishment: University,0,0,0,0,0,0,0
E00041451,parents,0,59,11,4,0,0,0
E00041452,Does not apply,13,0,0,6,12,23,190
E00041452,Living alone,0,0,0,0,0,0,0
E00041452,Living in another household type,0,0,0,0,0,0,2
E00041452,all student household,0,0,0,0,0,0,0
E00041452,communal establishment: Other,0,0,0,0,0,0,0
E00041452,communal establishment: University,0,0,0,0,0,0,0
E00041452,parents,0,27,10,4,1,1,0
E00041453,Does not apply,45,0,0,3,19,54,268
E00041453,Living alone,0,0,0,0,0,0,0
E00041453,Living in another household type,0,0,0,0,1,3,3
E00041453,all student household,0,0,0,0,0,0,0
E00041453,communal establishment: Other,0,0,0,0,0,0,0
E00041453,communal establishment: University,0,0,0,0,0,0,0
E00041453,parents,0,68,5,1,1,0,0
E00041454,Does not apply,28,1,0,1,16,29,162
E00041454,Living alone,0,0,0,0,0,0,0
E00041454,Living in another household type,0,1,0,0,0,0,1
E00041454,all student household,0,0,0,0,2,0,0
E00041454,communal establishment: Other,0,0,0,0,0,0,0
E00041454,communal establishment: University,0,0,0,0,0,0,0
E00041454,parents,0,58,13,5,0,0,0
E00041455,Does not apply,14,0,2,9,10,24,197
E00041455,Living alone,0,0,0,0,0,0,0
E00041455,Living in another household type,0,1,0,0,0,0,0
E00041455,all student household,0,0,0,8,0,1,0
E00041455,communal establishment: Other,0,3,0,0,0,0,0
E00041455,communal establishment: University,0,0,0,0,0,0,0
E00041455,parents,0,32,6,0,1,0,0
E00041456,Does not apply,8,0,0,6,6,11,168
E00041456,Living alone,0,0,0,0,0,0,0
E00041456,Living in another household type,0,3,0,0,0,0,0
E00041456,all student household,0,0,0,0,0,0,1
E00041456,communal establishment: Other,0,0,0,0,0,0,0
E00041456,communal establishment: University,0,0,0,0,0,0,0
E00041456,parents,0,33,4,3,0,0,0
E00041457,Does not apply,10,0,0,5,9,19,150
E00041457,Living alone,0,0,0,0,0,0,0
E00041457,Living in another household type,0,3,0,0,1,0,0
E00041457,all student household,0,0,0,0,0,0,1
E00041457,communal establishment: Other,0,0,0,0,0,0,0
E00041457,communal establishment: University,0,0,0,0,0,0,0
E00041457,parents,0,31,5,1,0,0,0
E00041458,Does not apply,17,0,0,5,12,10,205
E00041458,Living alone,0,0,0,0,0,0,1
E00041458,Living in another household type,0,2,0,0,0,0,0
E00041458,all student household,0,0,0,0,0,0,0
