Location ID,Location HSCA start date,Care home?,Location Name,Location Region,Location Local Authority,Location Street Address,Location City,Location Postal Code,Location Latitude,Location Longitude,Location Parliamentary Constituency,Provider Nominated Individual Name,"Regulated activity - Treatment of disease, disorder or injury",Service type - Care home service with nursing,Service type - Care home service without nursing,Service user band - Children 0-18 years,Service user band - Dementia,Service user band - Learning disabilities or autistic spectrum disorder,Service user band - Mental Health,Service user band - Older People,Service user band - Physical Disability,Service user band - Sensory Impairment,Service user band - Younger Adults,num_values_found,num_values_found.1,lad,msoa,area,Care homes beds,occupancy_mean,%occupancy_mean,probability_mean,occupancy_std,%occupancy_std,probability_std
1-130120637,2010-11-25,Y,Shockerwick House Care Home,South West,Bath and North East Somerset,Shockerwick House,Bath,BA1 7LL,51.415281,-2.283702,North East Somerset,"Pearson, Rebecca",Y,Y,,,,,,Y,Y,,Y,2,2,E06000022,E02002994,E00072603,35,22.0,61.0,0.96639,2.0,6.0609,0.01977
1-130276899,2010-12-29,Y,Cranhill Nursing Home,South West,Bath and North East Somerset,Weston Road,Bath,BA1 2YA,51.389807,-2.376672,Bath,*,Y,Y,,,,,,Y,,,,5,5,E06000022,E02002989,E00073115,31,22.0,72.0,0.95242,2.0,7.0674,0.05045
1-132648020,2011-01-21,Y,Ellsworth House,South West,Bath and North East Somerset,Fosseway,Radstock,BA3 4AU,51.278512,-2.473065,North East Somerset,"Morgan, Edward",,,Y,,,Y,,,,,Y,3,3,E06000022,E02003010,E00073086,7,7.0,100.0,0.99321,0.0,0.0,0.00962
1-136679993,2010-12-15,Y,RNID Action on Hearing Loss 29 & 30 Dominion Road,South West,Bath and North East Somerset,29 & 30 Dominion Road,Bath,BA2 1DW,51.380051,-2.39721,Bath,"Ford, Sharon",,,Y,,,Y,Y,,Y,Y,Y,3,3,E06000022,E02002995,E00073045,4,4.0,92.0,0.92986,1.0,14.4338,0.12004
1-136680037,2010-12-15,Y,RNID Action on Hearing Loss Watery Lane Cottage,South West,Bath and North East Somerset,Poolemead Centre,Bath,BA2 1RN,51.380466,-2.400562,Bath,"Ford, Sharon",,,Y,,,Y,Y,,Y,Y,Y,3,3,E06000022,E02002995,E00073034,3,3.0,100.0,0.89613,0.0,0.0,0.16849
1-137403798,2011-01-13,Y,Cedar Park Nursing Home,South West,Bath and North East Somerset,27-28 Oldfield Road,Bath,BA2 3NG,51.37463,-2.373516,Bath,*,Y,Y,,,,,,Y,,,Y,3,3,E06000022,E02002998,E00072916,30,34.0,112.0,0.69874,11.0,35.9526,0.24044
1-137403812,2011-01-13,Y,Culverhayes Nursing Home,South West,Bath and North East Somerset,Lymore Avenue,Bath,BA2 1AY,51.375825,-2.387678,Bath,*,Y,Y,,,Y,,Y,Y,,,Y,3,3,E06000022,E02002997,E00073099,65,62.0,95.0,0.91901,3.0,3.8717,0.06627
1-137414503,2010-12-02,Y,Woodside Nursing Home,South West,Bath and North East Somerset,Bathwick Hill,Bath,BA2 6EN,51.378472,-2.340285,Bath,"Desai, Minal",Y,Y,,,,,,Y,,,Y,3,3,E06000022,E02002996,E00072640,48,46.0,95.0,0.72759,7.0,14.181,0.26014
1-137414516,2010-12-02,Y,Larkhall Springs Nursing Home,South West,Bath and North East Somerset,Swainswick Gardens,Bath,BA1 6TL,51.401404,-2.34221,Bath,"Desai, Minal",Y,Y,,,Y,,,Y,,,Y,2,2,E06000022,E02002988,E00072782,47,38.0,80.0,0.73593,2.0,4.5134,0.32961
1-138218607,2010-12-07,Y,St Teresa's Nursing Home,South West,Bath and North East Somerset,Corston Lane,Bath,BA2 9AE,51.389145,-2.440188,North East Somerset,"Desai, Minal",Y,Y,,,Y,,,Y,,,,5,5,E06000022,E02003000,E00072688,70,59.0,85.0,0.93187,9.0,13.462,0.07995
1-140187470,2011-01-21,Y,Springfield,South West,Bath and North East Somerset,21 Entry Hill Park,Bath,BA2 5ND,51.362467,-2.363017,Bath,"Daniels, Danella",,,Y,,Y,,,Y,,,,4,4,E06000022,E02003001,E00072824,39,28.0,72.0,0.74819,10.0,24.6274,0.22854
1-142966073,2011-01-21,Y,64 Chilcompton Road,South West,Bath and North East Somerset,Midsomer Norton,Radstock,BA3 2PL,51.282212,-2.493722,North East Somerset,"Craney, Beverley",,,Y,,,Y,,,,,,0,0,E06000022,E02003011,E00072865,3,2.0,78.56758900535596,,,,
1-1475546733,2014-07-01,Y,Lynwood House,South West,Bath and North East Somerset,Lynwood Close,Radstock,BA3 2UA,51.279568,-2.482022,North East Somerset,"Cannon, Andrew",,,Y,,,Y,,,,,Y,6,6,E06000022,E02003011,E00189492,10,9.0,90.0,0.91544,1.0,12.6491,0.14349
1-2026627534,2015-08-03,Y,Whitehaven Care Home,South West,Bath and North East Somerset,Fosseway,Radstock,BA3 4AU,51.278512,-2.473065,North East Somerset,"Tharmakunarajah, Inthumathi",,,Y,,Y,,Y,Y,Y,Y,,1,1,E06000022,E02003010,E00073086,23,22.0,96.0,0.97037,,,
1-2372321746,2015-12-17,Y,Cypress Lodge,South West,Bath and North East Somerset,The Witheys,Bristol,BS14 0QB,51.407206,-2.557075,North East Somerset,"Bradbury, Nick",,,Y,,,Y,Y,,,,,4,4,E06000022,E02003004,E00072967,10,8.0,82.0,0.98912,1.0,12.5831,0.0175
1-280706642,2011-08-22,Y,Sunnymede,South West,Bath and North East Somerset,4 Vandyck Avenue,Bristol,BS31 2UH,51.415238,-2.490063,North East Somerset,"Davies, William",Y,Y,,,,,,Y,Y,,,6,6,E06000022,E02002987,E00072715,34,24.0,72.0,0.91208,3.0,8.8561,0.10555
1-3068557169,2016-11-17,Y,Dimensions  6 The Avenue,South West,Bath and North East Somerset,6 The Avenue,Bristol,BS31 2BU,51.418657,-2.498167,North East Somerset,"Dodgson, Rachael",,,Y,,,Y,,Y,Y,Y,Y,0,0,E06000022,E02002985,E00189472,9,8.0,85.83291184483791,,,,
1-323983553,2011-12-02,Y,The Orangery,South West,Bath and North East Somerset,Englishcombe Lane,Bath,BA2 2EL,51.368434,-2.384886,Bath,"Desai, Minal",Y,Y,,,Y,,,Y,,,Y,4,4,E06000022,E02002998,E00072907,40,39.0,98.0,0.81142,1.0,2.3936,0.12532
1-3257021734,2017-03-29,Y,Bedborough House,South West,Bath and North East Somerset,Redlands,Radstock,BA3 3EE,51.295952,-2.447901,North East Somerset,"Cresswell, Rebekah",,,Y,,,Y,,,,,Y,3,3,E06000022,E02003008,E00072975,8,6.0,71.0,0.88452,1.0,7.2169,0.19786
1-3489137743,2017-04-21,Y,Gracewell of Bath,South West,Bath and North East Somerset,Clarks Way,Bath,BA2 2TR,51.361613,-2.386437,Bath,"Macdonald, Natalie-Jane",Y,Y,,,Y,,,Y,Y,,Y,1,1,E06000022,E02003003,E00170256,62,43.0,69.0,0.9673,,,
1-352224241,2012-01-04,Y,Dimensions Broomfield 40 Gladstone Road,South West,Bath and North East Somerset,40 Gladstone Road,Bath,BA2 5HL,51.361184,-2.34106,Bath,"Dodgson, Rachael",,,Y,,,Y,,,,,,2,2,E06000022,E02003002,E00072676,3,3.0,100.0,0.93756,0.0,0.0,0.08724
1-352306663,2012-01-04,Y,Dimensions Fountain House Innox Lane,South West,Bath and North East Somerset,Fountain House,Bath,BA1 8DD,51.410731,-2.347513,North East Somerset,"Dodgson, Rachael",,,Y,,,Y,,,,,,2,2,E06000022,E02002994,E00072613,8,4.0,56.0,0.74591,4.0,44.1942,0.35805
1-352597531,2012-01-04,Y,Dimensions Newton House,South West,Bath and North East Somerset,10 Tanners Walk,Bath,BA2 1RG,51.377991,-2.409018,Bath,"Dodgson, Rachael",,,Y,Y,,Y,,,,,,3,3,E06000022,E02002995,E00073036,5,4.0,73.0,0.93662,1.0,11.547,0.03505
1-3605050440,2017-03-31,Y,The Laurels Nursing Home,South West,Bath and North East Somerset,South Road,Bath,BA2 0ER,51.323382,-2.481793,North East Somerset,"Morgan-Taylor, Amanda",Y,Y,,,Y,,,Y,Y,Y,,2,2,E06000022,E02003000,E00073020,36,26.0,72.0,0.94202,1.0,3.9284,0.04869
1-3692746384,2017-12-13,Y,Newbridge Towers,South West,Bath and North East Somerset,169 Newbridge Hill,Bath,BA1 3PX,51.388247,-2.397009,Bath,"Baillie, Robert",,,Y,,Y,,,Y,Y,Y,Y,6,6,E06000022,E02002992,E00072878,20,18.0,88.0,0.85955,2.0,8.2158,0.17762
1-3998163914,2017-10-12,Y,Charterhouse Care Home,South West,Bath and North East Somerset,The Chocolate Quarter,Bristol,BS31 2GL,51.422655,-2.494112,North East Somerset,"Harris-Brandi, Deborah",Y,Y,,,Y,,,Y,Y,,Y,1,1,E06000022,E02002985,E00189459,93,44.0,47.0,0.96672,,,
1-4149488395,2017-09-29,Y,Oriel Lodge,South West,Bath and North East Somerset,Oriel Gardens,Bath,BA1 7AS,51.401176,-2.340296,Bath,"Raja, Bilal",,,Y,,Y,,Y,Y,,,Y,4,4,E06000022,E02002988,E00072780,22,18.0,81.0,0.87875,2.0,10.0789,0.12305
1-422874121,2012-08-02,Y,Beechcroft Residential Home,South West,Bath and North East Somerset,75 North Road,Radstock,BA3 2QE,51.287999,-2.483832,North East Somerset,"Nery, Paul",,,Y,,,,,Y,,,,2,2,E06000022,E02003009,E00072853,18,18.0,97.0,0.96577,1.0,3.9284,0.02629
1-437267331,2012-06-27,Y,Kingfisher Lodge,South West,Bath and North East Somerset,Chestnut Walk,Bristol,BS31 3BG,51.402097,-2.455565,North East Somerset,"O'Reilly, Michael",Y,Y,,,Y,,,Y,Y,,Y,7,7,E06000022,E02003000,E00072997,60,46.0,76.0,0.91612,7.0,11.1744,0.13356
1-448493534,2012-08-17,Y,Mostyn Lodge Residential Home,South West,Bath and North East Somerset,2 Kelston Road,Bristol,BS31 2JH,51.412072,-2.507125,North East Somerset,"Gent, Mark",,,Y,,Y,,,Y,Y,,Y,7,7,E06000022,E02002985,E00072732,16,13.0,79.0,0.90523,3.0,18.3489,0.0858
1-4518081467,2017-11-21,Y,Gracewell of Bath,South West,Bath and North East Somerset,Clarks Way,Bath,BA2 2TR,51.361613,-2.386437,Bath,"Macdonald, Natalie-Jane",Y,Y,,,Y,,,Y,Y,,Y,1,1,E06000022,E02003003,E00170256,62,43.0,69.0,0.9673,,,
1-5344343277,2018-06-27,Y,Winfield Lodge,South West,Bath and North East Somerset,Weston Park,Bath,BA1 4AS,51.39385,-2.385962,Bath,"Desai, Minal",,,Y,,Y,,,Y,Y,,Y,1,1,E06000022,E02002989,E00073114,50,33.0,66.0,0.93514,,,
1-569834264,2013-01-04,Y,SS Philip & James Retirement Home,South West,Bath and North East Somerset,9-10 Priory Road,Bristol,BS31 2BX,51.419162,-2.497727,North East Somerset,"Clarke, Patricia",,,Y,,Y,,,Y,,,,2,2,E06000022,E02002985,E00189472,32,30.0,94.0,0.86885,0.0,0.0,0.00539
1-5828442225,2018-11-23,Y,Stanton Court,South West,Bath and North East Somerset,Stanton Drew,Bristol,BS39 4ER,51.367198,-2.580119,North East Somerset,"Richmond, Helen",Y,Y,,,,,,Y,,,,6,6,E06000022,E02003004,E00072664,36,25.0,69.0,0.91493,3.0,9.1287,0.08665
1-8531218243,2020-04-07,Y,Oakfield Care Home,South West,Bath and North East Somerset,Weston Park,Bath,BA1 4AS,51.39385,-2.385962,Bath,"O'Reilly, Michael",Y,Y,,,,,,Y,,,,4,4,E06000022,E02002989,E00073114,28,20.0,71.0,0.8511,6.0,21.1037,0.1835
1-9633487324,2020-10-01,Y,Cleeve Court Community Resource Centre,South West,Bath and North East Somerset,Cleeve Court,Bath,BA2 1RS,51.381057,-2.401372,Bath,"Elliott, Alison",,,Y,,,,,Y,Y,Y,Y,4,4,E06000022,E02002995,E00073034,46,40.0,86.0,0.82949,3.0,6.9599,0.26106
1-9633487397,2020-10-01,Y,Charlton House Community Resource Centre,South West,Bath and North East Somerset,Hawthorns Lane,Bristol,BS31 1BF,51.412146,-2.500455,North East Somerset,"Elliott, Alison",Y,Y,,,Y,,,Y,Y,,Y,6,6,E06000022,E02002986,E00072741,30,28.0,94.0,0.82867,2.0,7.2008,0.18338
1-9633487460,2020-10-01,Y,Combe Lea Community Resource Centre,South West,Bath and North East Somerset,Greenacres,Radstock,BA3 2RD,51.285948,-2.495869,North East Somerset,"Elliott, Alison",,,Y,,Y,,,Y,Y,,Y,5,5,E06000022,E02003011,E00072869,30,28.0,93.0,0.77696,3.0,10.1105,0.24986
1-9672153745,2020-10-08,Y,Westin Care Home,South West,Bath and North East Somerset,95 Bristol Road,Bristol,BS14 0PS,51.407132,-2.558915,North East Somerset,"Seehootoorah, Shahnawaz",Y,Y,,,Y,,Y,Y,Y,Y,,0,0,E06000022,E02003004,E00072968,52,44.0,84.83569560274262,,,,
1-10431532192,2021-03-02,Y,Fallodon Way,South West,"Bristol, City of",33 Fallodon Way,Bristol,BS9 4HX,51.481638,-2.607937,Bristol North West,"Abbott, Tanya",,,Y,,,Y,,,,,Y,1,1,E06000023,E02003022,E00073823,10,8.0,80.0,0.99811,,,
1-109745048,2011-01-10,Y,Visions ( Bristol ) Limited,South West,"Bristol, City of",48 Nags Head Hill,Bristol,BS5 8LW,51.456349,-2.529061,Bristol East,"Waring, Jenny",,,Y,,,Y,,,,,,5,5,E06000023,E02003044,E00074128,4,4.0,100.0,0.84667,0.0,0.0,0.24638
1-110050996,2011-01-07,Y,Avenue House - Bristol,South West,"Bristol, City of",Avenue House,Bristol,BS6 6BH,51.466341,-2.599528,Bristol West,"Wye, Tim",,,Y,,,,,Y,,,,1,1,E06000023,E02003036,E00073552,30,28.0,93.0,0.61538,,,
1-111649172,2011-01-24,Y,The Worthies,South West,"Bristol, City of",79 Park Road,Bristol,BS16 1DT,51.485411,-2.550266,Bristol East,"Butt, Sehnaz",,,Y,,Y,,,Y,,,,4,4,E06000023,E02003023,E00073618,26,23.0,89.0,0.98308,1.0,4.8396,0.00158
1-112277108,2011-01-18,Y,Proctor Residential Care Home Limited,South West,"Bristol, City of",40 Filton Avenue,Bristol,BS7 0AG,51.487911,-2.583666,Bristol North West,"Kendall, Michael",,,Y,,,,Y,,,,,3,3,E06000023,E02003021,E00073915,5,5.0,107.0,0.96834,1.0,11.547,0.05353
1-112277125,2011-01-18,Y,Milton Residential Care Home,South West,"Bristol, City of",26 Muller Road,Bristol,BS7 0AA,51.488821,-2.583462,Bristol North West,"Kendall, Michael",,,Y,,,,Y,,,,,4,4,E06000023,E02003021,E00073915,7,3.0,43.0,0.92828,1.0,11.6642,0.07313
1-112737289,2011-01-14,Y,Cardell House,South West,"Bristol, City of",421-423 Speedwell Road,Bristol,BS15 1ER,51.4669,-2.522331,Bristol East,"Selvarajah, Janani",,,Y,,,Y,,,,,,4,4,E06000023,E02003032,E00073864,12,10.0,81.0,0.98627,2.0,12.5,0.00884
1-113602318,2010-12-07,Y,Alexandra House - Bristol,South West,"Bristol, City of",250 Wells Road,Bristol,BS4 2PN,51.436669,-2.568813,Bristol South,"Duggan, John",,,Y,,,Y,Y,,,,Y,4,4,E06000023,E02003053,E00073973,16,18.0,116.0,0.79948,6.0,39.6928,0.20233
1-114378198,2010-11-19,Y,Ashbourne House - Bristol,South West,"Bristol, City of",2 Henleaze Road,Bristol,BS9 4EX,51.48249,-2.615192,Bristol North West,"Laycock, Mark",,,Y,,,,,Y,,,,4,4,E06000023,E02003028,E00073820,17,12.0,68.0,0.95527,3.0,19.5096,0.04427
1-114632539,2010-11-25,Y,Field House,South West,"Bristol, City of",Blakeney Road,Bristol,BS7 0DL,51.491197,-2.573727,Bristol North West,"Crocker, Richard",Y,Y,,,,,,Y,,,,4,4,E06000023,E02003016,E00074046,55,46.0,84.0,0.84141,4.0,7.3293,0.25884
1-117976955,2010-12-22,Y,Hartcliffe Nursing Home,South West,"Bristol, City of",15 Murford Avenue,Bristol,BS13 9JS,51.409544,-2.609425,Bristol South,"Ryan, Daniel",Y,Y,,,,,,Y,Y,,,4,4,E06000023,E02003062,E00073722,66,50.0,76.0,0.95938,9.0,14.2336,0.01113
1-117991807,2011-01-05,Y,Whites House,South West,"Bristol, City of",Station Road,Bristol,BS7 9NB,51.478355,-2.576071,Bristol North West,"Pope, Ian",,,Y,,,Y,Y,Y,,,,1,1,E06000023,E02003025,E00074054,8,8.0,100.0,0.98978,,,
1-117991823,2011-01-05,Y,Jonathan House,South West,"Bristol, City of",19 Bayswater Avenue,Bristol,BS6 7NU,51.477103,-2.612038,Bristol North West,"Pope, Ian",,,Y,,,Y,Y,,,,,2,2,E06000023,E02003028,E00073828,7,8.0,107.0,0.94857,1.0,10.1015,0.07189
1-117991908,2011-01-05,Y,Kenneth House,South West,"Bristol, City of",487 Gloucester Road,Bristol,BS7 8UA,51.486121,-2.585488,Bristol West,"Pope, Ian",,,Y,,Y,Y,Y,Y,Y,Y,,6,6,E06000023,E02003021,E00073294,8,7.0,85.0,0.90447,1.0,12.2899,0.13084
1-118415271,2010-11-11,Y,Elysian Villas,South West,"Bristol, City of",21a King Street,Bristol,BS15 1DL,51.463068,-2.522503,Bristol East,"Parry, Jeff",,,Y,,,Y,,,,,,5,5,E06000023,E02003038,E00074148,13,11.0,85.0,0.80857,1.0,7.6923,0.20717
1-118415313,2010-11-11,Y,120 Furber Road,South West,"Bristol, City of",St George,Bristol,BS5 8PT,51.453961,-2.522341,Bristol East,"Parry, Jeff",,,Y,,,Y,,,Y,,,2,2,E06000023,E02003044,E00074134,5,4.0,80.0,0.79393,1.0,28.2843,0.273
1-118415401,2010-11-11,Y,63 Lambrook Road,South West,"Bristol, City of",Fishponds,Bristol,BS16 2HA,51.481067,-2.533134,Bristol East,"Parry, Jeff",,,Y,,,Y,,,,,,3,3,E06000023,E02003024,E00178092,4,4.0,100.0,0.87529,0.0,0.0,0.02461
1-118415486,2010-11-11,Y,50 Vassall Road,South West,"Bristol, City of",Fishponds,Bristol,BS16 2LW,51.484768,-2.52589,Bristol East,"Parry, Jeff",,,Y,,,Y,,,,,,2,2,E06000023,E02003024,E00073674,6,6.0,100.0,0.92553,0.0,0.0,0.10264
1-118415543,2010-11-11,Y,63 Coronation Road,South West,"Bristol, City of",Southville,Bristol,BS3 1AR,51.445186,-2.597309,Bristol South,"Parry, Jeff",,,Y,,,,Y,,,,,3,3,E06000023,E02003050,E00074236,6,5.0,78.0,0.9056,1.0,9.6225,0.08118
1-118415669,2010-11-11,Y,Stibbs House,South West,"Bristol, City of",74 Stibbs Hill,Bristol,BS5 8NA,51.45815,-2.528089,Bristol East,"Parry, Jeff",Y,Y,,,,Y,,,Y,,,4,4,E06000023,E02003044,E00074126,10,6.0,55.0,0.94931,1.0,12.9099,0.05823
1-118415684,2010-11-11,Y,35 Cranbrook Road,South West,"Bristol, City of",Redland,Bristol,BS6 7BP,51.472197,-2.597174,Bristol West,"Parry, Jeff",,,Y,,,,Y,,,,,1,1,E06000023,E02003031,E00074083,5,4.0,80.0,0.78522,,,
1-118415726,2010-11-11,Y,The Recovery Hub,South West,"Bristol, City of",33A Hampstead Road,Bristol,BS4 3HL,51.438233,-2.559726,Bristol East,"Parry, Jeff",,,Y,,,,Y,,,,,5,5,E06000023,E02003054,E00073409,9,7.0,80.0,0.90323,1.0,9.2962,0.08608
1-118415740,2010-11-11,Y,Humphry Repton House,South West,"Bristol, City of",Brentry Lane,Bristol,BS10 6NA,51.508935,-2.613358,Bristol North West,"Parry, Jeff",Y,Y,,,Y,,Y,,,,,4,4,E06000023,E02003012,E00073752,45,36.0,81.0,0.87342,7.0,15.436,0.21049
1-118415755,2010-11-11,Y,218 Kingsway,South West,"Bristol, City of",St George,Bristol,BS5 8NS,51.454927,-2.525346,Bristol East,"Parry, Jeff",,,Y,,,,Y,,,,,1,1,E06000023,E02003044,E00074132,5,5.0,100.0,0.56686,,,
1-118415769,2010-11-11,Y,45 Mayfield Park North,South West,"Bristol, City of",Fishponds,Bristol,BS16 3NH,51.471691,-2.528677,Bristol East,"Parry, Jeff",,,Y,,,,Y,,,,,3,3,E06000023,E02003032,E00073854,5,4.0,73.0,0.72276,1.0,11.547,0.27742
1-118415783,2010-11-11,Y,6 Northumberland Road,South West,"Bristol, City of",Redland,Bristol,BS6 7AU,51.470418,-2.59712,Bristol West,"Parry, Jeff",,,Y,,,,Y,,,,,3,3,E06000023,E02003031,E00074090,5,5.0,93.0,0.87007,1.0,11.547,0.22374
1-118415826,2010-11-11,Y,Tramways,South West,"Bristol, City of",1 Tramway Road,Bristol,BS4 3DS,51.438357,-2.556217,Bristol East,"Parry, Jeff",Y,Y,,,,,Y,,,,,4,4,E06000023,E02003054,E00073407,14,12.0,88.0,0.85721,0.0,3.5714,0.13858
