Code,Name,Primary Role Name,Postcode,Is Operated By - Code,latitude,longitude,msoa
RPGAG,Memorial Hospital,NHS TRUST SITE,SE183RG,RPG,51.468576,0.064111,E02000332
RP7FQ,Mental Health Long Term Rehabilitation & Day Hospital,NHS TRUST SITE,LN11FS,RP7,53.244029,-0.556905,E02005444
RW402,Mersey Care Nhs Trust At Aintree Hospital,NHS TRUST SITE,L97AL,RW4,53.466323,-2.931104,E02001351
I3W1A,Midland Metropolitan University Hospital,NHS TRUST SITE,B662QT,RXK,52.490713,-1.949691,E02006943
RWK28,Mile End Hospital,NHS TRUST SITE,E14DG,RWK,51.525048,-0.042206,E02000873
RA224,Milford Hospital,NHS TRUST SITE,GU71UF,RA2,51.167895,-0.625399,E02006450
RHM59,Milford On Sea War Memorial Hospital,NHS TRUST SITE,SO410PG,RHM,50.722429,-1.589518,E02004801
RX213,Mill View Hospital,NHS TRUST SITE,BN37HY,RX2,50.842041,-0.189766,E02003503
RTXKM,Millom Hospital,NHS TRUST SITE,LA184BY,RTX,54.20894,-3.268021,E02004007
RD816,Milton Keynes Hospital,NHS TRUST SITE,MK65LD,RD8,52.026384,-0.73576,E02003476
A5T0F,Minehead Comm Hospital,NHS TRUST SITE,TA246DF,RH5,51.200109,-3.461912,E02006114
RL105,Mold Community Hospital,NHS TRUST SITE,CH71XG,RL1,53.169771,-3.147795,W02000073
RAX07,Molesey Hospital,NHS TRUST SITE,KT82LU,RAX,51.397531,-0.372542,E02006319
RX450,Monkton Hall Hospital,NHS TRUST SITE,NE325NN,RX4,54.966623,-1.501276,E02001782
RLQ07,Monmouth General Hospital,NHS TRUST SITE,NP253HG,RLQ,51.818088,-2.713052,W02000339
RHQMH,Montagu Hospital,NHS TRUST SITE,S640AZ,RHQ,53.499814,-1.284946,E02001569
RTE22,Moore Cottage Hospital,NHS TRUST SITE,GL542AZ,RTE,51.886317,-1.75678,E02004617
RP622,Moorfields Community Eye Clinic Bedford Hospital,NHS TRUST SITE,MK402NT,RP6,52.141913,-0.45979,E02003624
RP616,Moorfields Eye Centre At Bedford Hospital,NHS TRUST SITE,MK429DJ,RP6,52.128265,-0.472495,E02003630
RP608,Moorfields Eye Centre At Croydon University Hospital,NHS TRUST SITE,CR77YE,RP6,51.389128,-0.108758,E02000208
RP610,Moorfields Eye Centre At Ealing Hospital,NHS TRUST SITE,UB13HW,RP6,51.507606,-0.345495,E02000266
RP606,Moorfields Eye Centre At Northwick Park Hospital,NHS TRUST SITE,HA13UJ,RP6,51.575407,-0.322037,E02000100
RP604,Moorfields Eye Centre At St. Georges Hospital,NHS TRUST SITE,SW170QT,RP6,51.426682,-0.175694,E02000956
RP601,Moorfields Eye Hospital,NHS TRUST SITE,EC1V2PD,RP6,51.527246,-0.089889,E02000576
RP605,Moorfields Eye Unit At Potters Bar Hospital Community Hospital,NHS TRUST SITE,EN62RY,RP6,51.687184,-0.177519,E02004898
RHM16,Moorgreen Hospital,NHS TRUST SITE,SO303JB,RHM,50.92864,-1.323376,E02004720
RTQ86,Moreton In Marsh Hospital,NHS TRUST SITE,GL560BS,RTQ,51.992299,-1.704764,E02004616
RBZ89,Moretonhampstead Hospital,NHS TRUST SITE,TQ138LN,RBZ,50.661475,-3.765981,E02004203
RATDP,Morland Road Day Hospital,NHS TRUST SITE,RM109HU,RAT,51.535187,0.152111,E02000021
RX474,Morpeth Cottage Hospital,NHS TRUST SITE,NE612BT,RX4,55.158354,-1.691879,E02005724
RYW23,Moseley Hall Hospital,NHS TRUST SITE,B138JL,RYW,52.445923,-1.892891,E02001918
RW438,Mossley Hill Hospital,NHS TRUST SITE,L188BU,RW4,53.380405,-2.925545,E02001394
RTK51,Mount Alvernia Hospital,NHS TRUST SITE,GU13LX,RTK,51.235746,-0.564219,E02006356
RK901,Mount Gould Hospital,NHS TRUST SITE,PL47QD,RK9,50.37838,-4.112782,E02003142
RA982,Mount Stuart Hospital,NHS TRUST SITE,TQ14UP,RA9,50.475093,-3.541757,E02003157
RWG01,Mount Vernon Hospital,NHS TRUST SITE,HA62RN,RWG,51.614923,-0.445823,E02000494
RXG84,Mount Vernon Hospital,NHS TRUST SITE,S704DP,RXG,53.537012,-1.472445,E02001529
RH5A8,Musgrove Park Hospital,NHS TRUST SITE,TA15DA,RH5,51.011569,-3.121702,E02006109
RRVNQ,National Hospital For Neurology & Neurosurgery,NHS TRUST SITE,WC1N3BG,RRV,51.522171,-0.122001,E02000193
RQY42,Nelson Hospital,NHS TRUST SITE,SW208DA,RQY,51.40983,-0.2102,E02000699
RX214,Nevill Hospital,NHS TRUST SITE,BN37JW,RX2,50.841566,-0.192185,E02003503
RYWT3,New Birmingham Dental Hospital,NHS TRUST SITE,B57SA,RYW,52.4518,-1.912271,E02001905
RT1FC,New Cottages Day Hospital,NHS TRUST SITE,CB61DN,RT1,52.413145,0.275488,E02003734
RL403,New Cross Hospital,NHS TRUST SITE,WV100QP,RL4,52.599722,-2.095555,E02002163
RXP35,New Richardson Hospital,NHS TRUST SITE,DL128HT,RXP,54.545708,-1.916153,E02007022
RTQAB,New Tewkesbury Community Hospital,NHS TRUST SITE,GL205QJ,RTQ,51.992807,-2.149509,E02004667
RAX58,New Victoria Hospital,NHS TRUST SITE,KT27EG,RAX,51.415694,-0.254289,E02000599
RX1HP,Newark Hospital Site,NHS TRUST SITE,NG244DE,RX1,53.067508,-0.806161,E02005901
RX4E6,Newcastle General Hospital,NHS TRUST SITE,NE46BE,RX4,54.976238,-1.644546,E02001729
RTD13,Newcastle Hospitals @ Cramlington,NHS TRUST SITE,NE236UT,RTD,55.085202,-1.590145,E02005715
W1J5B,Newcastle Hospitals @ Metro Centre,NHS TRUST SITE,NE119YR,RTD,54.956483,-1.668908,E02001690
R1HNH,Newham General Hospital,NHS TRUST SITE,E138SL,R1H,51.522776,0.034717,E02000741
RX2J9,Newhaven Hillrise Day Hospital,NHS TRUST SITE,BN99HH,RX2,50.791692,0.041639,E02004387
RY8NA,Newholme Hospital,NHS TRUST SITE,DE451AD,RY8,53.218791,-1.67234,E02007029
RGR44,Newmarket Community Hospital,NHS TRUST SITE,CB87JG,RGR,52.250892,0.399994,E02006243
RJ807,Newquay Hospital,NHS TRUST SITE,TR71RQ,RJ8,50.411057,-5.07421,E02003955
RK913,Newton Abbot Community Hospital,NHS TRUST SITE,TQ122TS,RK9,50.539359,-3.612255,E02004212
RWV37,Newton Abbot Hospital,NHS TRUST SITE,TQ124PT,RWV,50.528653,-3.60801,E02004215
RTV46,Newton Community Hospital,NHS TRUST SITE,WA128RB,RTV,53.445979,-2.635267,E02001420
RL107,Newtown Hospital,NHS TRUST SITE,SY162DW,RL1,52.521377,-3.31417,W02000104
RRKE6,Nhs Nightingale Hospital Birmingham,NHS TRUST SITE,B401NT,RRK,52.453063,-1.720052,E02002089
RH8K6,Nhs Nightingale Hospital Exeter,NHS TRUST SITE,EX27JG,RH8,50.724639,-3.464586,E02004159
R1H0A,Nhs Nightingale Hospital London,NHS TRUST SITE,E161XL,R1H,51.508134,0.028646,E02000749
R5T3F,Nhs Nightingale Hospital Manchester,NHS TRUST SITE,M34LP,RBN,53.476333,-2.248832,E02006917
RTDHN,Nhs Nightingale Hospital North East,NHS TRUST SITE,NE360BB,RTD,54.929108,-1.480686,E02001797
R0A90,Nhs Nightingale Hospital North West,NHS TRUST SITE,M23GX,R0A,53.476203,-2.247281,E02006917
RW5QB,Nhs Nightingale Hospital Preston,NHS TRUST SITE,PR12HE,RW5,53.761338,-2.707384,E02005264
RR805,Nhs Nightingale Hospital Yorkshire And The Humber,NHS TRUST SITE,HG15LA,RR8,53.996848,-1.541365,E02005775
RJZ06,Nightingale Hospital Bristol,NHS TRUST SITE,BS161ZG,RJZ,51.503299,-2.549272,E02007066
RM102,Norfolk & Norwich University Hospital,NHS TRUST SITE,NR47UY,RM1,52.617567,1.221195,E02005598
O6K7U,Norfolk And Norwich University Hospital,NHS TRUST SITE,NR47UQ,RM1,52.619818,1.218789,E02005598
RCX66,North Cambridgeshire Hospital,NHS TRUST SITE,PE133AB,RCX,52.664936,0.163913,E02003743
A2E5F,North Cotswolds Hospital,NHS TRUST SITE,GL560DS,RTQ,51.983554,-1.705957,E02004616
RTR53,North Cumbria University Hospital,NHS TRUST SITE,CA27HY,RTR,54.896504,-2.957796,E02003994
RH880,North Devon District Hospital,NHS TRUST SITE,EX314JB,RH8,51.092169,-4.050431,E02004181
RVRJ8,North Downs Hospital,NHS TRUST SITE,CR36DP,RVR,51.273556,-0.079153,E02006431
RXTM3,North Drug Intervention Programme Hospital Prescriber,NHS TRUST SITE,B448NA,RXT,52.53461,-1.897152,E02001845
RNZ58,North Hampshire Hospital,NHS TRUST SITE,RG249NA,RNZ,51.280633,-1.109918,E02004684
R2F2U,North Manchester General Hospital,NHS TRUST SITE,M139WU,R0A,53.463522,-2.22761,E02001062
RW602,North Manchester General Hospital,NHS TRUST SITE,M85RB,RW6,53.517882,-2.229502,E02001050
RRP36,North Middlesex Hospital,NHS TRUST SITE,N181QX,RRP,51.613094,-0.07375,E02006793
RXT53,North Resource Centre & Day Hospital,NHS TRUST SITE,B377RW,RXT,52.471602,-1.739242,E02002089
RX4A6,North Tyneside General Hospital,NHS TRUST SITE,NE298NH,RX4,55.025241,-1.46734,E02001750
RM107,North Walsham Cottage Hospital,NHS TRUST SITE,NR289AP,RM1,52.814008,1.387604,E02007033
RNS01,Northampton General Hospital,NHS TRUST SITE,NN15BD,RNS,52.236068,-0.883829,E02005674
RXT54,Northcroft Hospital,NHS TRUST SITE,B236DW,RXT,52.52317,-1.855828,E02001857
RCU03,Northern General Hospital,NHS TRUST SITE,S57AU,RCU,53.409821,-1.455965,E02001630
A3N6A,Northgate Hospital,NHS TRUST SITE,NR301BU,RMY,52.616934,1.730032,E02005541
G7Y0P,"Northgate Hospital, Cntw Foundation Trust",NHS TRUST SITE,NE613BP,RTF,55.184911,-1.711886,E02005722
RTF86,Northumbria Specialist Emergency Care Hospital,NHS TRUST SITE,NE236NZ,RTF,55.074089,-1.569492,E02005718
RY312,Norwich Community Hospital,NHS TRUST SITE,NR23TU,RY3,52.633947,1.262489,E02005589
RHALB,Nottingham City Hospital,NHS TRUST SITE,NG51PB,RHA,52.991254,-1.158424,E02002874
RX1RA,Nottingham University Hospitals Nhs Trust,NHS TRUST SITE,NG72UH,RX1,52.943799,-1.185957,E02002898
E3B7Q,Nottingham Woodthorpe Hospital,NHS TRUST SITE,NG53FZ,RX1,52.990481,-1.138629,E02005873
RA704,Nuffield Health Bristol Hospital,NHS TRUST SITE,BS81BN,RA7,51.453605,-2.615998,E02003041
RGT98,Nuffield Health Cambridge Hospital,NHS TRUST SITE,CB28AF,RGT,52.190043,0.123963,E02007087
RYR23,Nuffield Health Chichester Hospital,NHS TRUST SITE,PO196WB,RYR,50.847978,-0.780027,E02006568
O0A1Z,Nuffield Health Leeds Hospital,NHS TRUST SITE,LS13EB,RHQ,53.800655,-1.554272,E02006875
RLQWX,Nuffield Health Shrewsbury Hospital,NHS TRUST SITE,SY39DP,RLQ,52.692253,-2.771455,E02006037
G2T5N,Nuffield Health Wessex Hospital,NHS TRUST SITE,SO532DW,RYR,50.9945,-1.362959,E02004712
RAJ49,Nuffield Hospital,NHS TRUST SITE,CM158EH,RAJ,51.623337,0.312848,E02004468
RDENF,Nuffield Hospital,NHS TRUST SITE,IP45SW,RDE,52.047521,1.228931,E02006297
RL408,Nuffield Hospital,NHS TRUST SITE,WV68LE,RL4,52.593461,-2.171537,E02002162
RTDAM,Nuffield Hospital Newcastle Upon Tyne,NHS TRUST SITE,NE21JP,RTD,54.986613,-1.605293,E02001724
RTR64,Nuffield Tees Hospital,NHS TRUST SITE,TS201PX,RTR,54.593996,-1.331957,E02002540
RJC1V,Nuffield Warwickshire Hospital,NHS TRUST SITE,CV326RW,RJC,52.308959,-1.54335,E02006523
RGDPV,Nurses Home Meanwood Park Hospital,NHS TRUST SITE,LS64QD,RGD,53.840013,-1.559158,E02002354
RRF72,Oaklands Hospital,NHS TRUST SITE,M68AQ,RRF,53.492297,-2.321064,E02001177
RW11F,Odiham Cottage Hospital,NHS TRUST SITE,RG291NE,RW1,51.251781,-0.939803,E02004761
RWV13,Okehampton Community Hospital,NHS TRUST SITE,EX201PN,RWV,50.741913,-3.997201,E02004230
RAJ1W,Old Church Hospital,NHS TRUST SITE,RM79BH,RAJ,51.574857,0.177911,E02000476
RQY54,Old Hospital Close,NHS TRUST SITE,SW128SR,RQY,51.442821,-0.163449,E02000951
RXEA2,Older Peoples Day Hospital,NHS TRUST SITE,DN48QP,RXE,53.494832,-1.145978,E02001566
RPA90,One Ashford Hospital,NHS TRUST SITE,TN240YS,RPA,51.142225,0.910924,E02005001
O4C8N,One Hatfield Hospital,NHS TRUST SITE,AL109UA,RLQ,51.770813,-0.235553,E02004989
W1R4F,Optegra Manchester Hospital,NHS TRUST SITE,M202EY,RWY,53.430096,-2.249948,E02001083
RHM0P,Optegra Solent Eye Hospital,NHS TRUST SITE,PO157AD,RHM,50.878121,-1.244396,E02004841
RA20V,Optegra Surrey Eye Hospital,NHS TRUST SITE,GU27YF,RA2,51.241157,-0.61326,E02006355
H5Q1V,Optegra Yorkshire Hospital,NHS TRUST SITE,BD100RD,RWY,53.832393,-1.710376,E02002201
RVY02,Ormskirk & District General Hospital,NHS TRUST SITE,L392AZ,RVY,53.564616,-2.871252,E02005310
RJ130,Orpington Hospital,NHS TRUST SITE,BR69JU,RJ1,51.362502,0.09515,E02000161
RAJ20,Orsett Hospital,NHS TRUST SITE,RM163EU,RAJ,51.509495,0.366283,E02003299
RBZ81,Ottery St. Mary Hospital,NHS TRUST SITE,EX111DN,RBZ,50.750113,-3.291574,E02004136
RTH13,Oxford City Community Hospital,NHS TRUST SITE,OX37JU,RTH,51.749654,-1.214213,E02005949
S3I7I,Oxford University Hospitals Nhs Trust,NHS TRUST SITE,OX42PG,RTH,51.729674,-1.184906,E02007021
RTP07,Oxted & Limpsfield Hospital,NHS TRUST SITE,RH80LP,RTP,51.263975,-0.012111,E02006433
RXQ92,Paddocks Hospital,NHS TRUST SITE,HP270JS,RXQ,51.729437,-0.824559,E02003696
A5V8M,Paignton Hospital,NHS TRUST SITE,TQ33AG,RA9,50.437137,-3.5688,E02003167
RX449,Palmer Community Hospital,NHS TRUST SITE,NE323UX,RX4,54.980657,-1.491977,E02001774
RHQPK,Park Hill Hospital,NHS TRUST SITE,DN25TH,RHQ,53.530364,-1.111618,E02001556
RJN67,Parkside Hospital,NHS TRUST SITE,SK103JF,RJN,53.262944,-2.153744,E02003867
RAX59,Parkside Hospital,NHS TRUST SITE,SW195NX,RAX,51.435762,-0.223584,E02000690
RGP82,Patrick Stead Hospital,NHS TRUST SITE,IP198HP,RGP,52.34806,1.507338,E02006316
RN3C3,Paulton Memorial Hospital,NHS TRUST SITE,BS397SB,RN3,51.298674,-2.493295,E02003007
RNNBG,Pcas Alston Hospital,NHS TRUST SITE,CA93QX,RNN,54.810206,-2.439835,E02004008
RXR50,Pendle Community Hospital,NHS TRUST SITE,BB99SZ,RXR,53.836817,-2.213345,E02005248
RKL34,Penny Sangham Day Hospital,NHS TRUST SITE,UB24EU,RKL,51.503043,-0.379996,E02000275
RTR26,Penrith Hospital,NHS TRUST SITE,CA118HX,RTR,54.656994,-2.743275,E02004010
R1ACW,Pershore Hospital,NHS TRUST SITE,WR101PS,R1A,52.114052,-2.077775,E02006759
RGN80,Peterborough City Hospital,NHS TRUST SITE,PE39GZ,RGN,52.583921,-0.279386,E02003251
RGN42,Peterborough District Hospital,NHS TRUST SITE,PE36DA,RGN,52.57324,-0.255455,E02003252
RVWSX,Peterlee Community Hospital,NHS TRUST SITE,SR85UQ,RVW,54.754067,-1.333039,E02004329
RW170,Petersfield Hospital,NHS TRUST SITE,GU323LB,RW1,51.003885,-0.942399,E02004708
RFRP2,"Photopheresis Service, Leeds Teaching Hospitals",NHS TRUST SITE,LS13EX,RFR,53.801445,-1.551744,E02006875
RN740,Physio Livingstone Community Hospital,NHS TRUST SITE,DA11SA,RN7,51.442226,0.226798,E02005035
RJL79,Pilgrim Hospital,NHS TRUST SITE,PE219QS,RJL,52.991125,-0.009968,E02005419
RR864,Pinderfields General Hospital,NHS TRUST SITE,WF14DG,RR8,53.692418,-1.488555,E02002454
RK968,Plymouth Nuffield Hospital,NHS TRUST SITE,PL68BG,RK9,50.418667,-4.114461,E02003126
REF26,Poltair Hospital,NHS TRUST SITE,TR208SR,REF,50.131662,-5.559865,E02003947
RD300,Poole General Hospital,NHS TRUST SITE,BH152JB,RD3,50.721987,-1.973117,E02003208
RBD08,Portland Hospital,NHS TRUST SITE,DT51AX,RBD,50.565817,-2.444822,E02004288
E1K7J,Practise Plus Group Hospital,NHS TRUST SITE,S434XE,RFR,53.281526,-1.282219,E02004045
RX3GH,Prescribing Guisborough Pc Hospital Older Persons Service,NHS TRUST SITE,TS146HZ,RX3,54.538835,-1.052162,E02002532
RX3HQ,Prescribing St. Lukes Hospital Rehab,NHS TRUST SITE,TS43AF,RX3,54.555732,-1.217681,E02002506
RWF05,Preston Hall Hospital,NHS TRUST SITE,ME207NJ,RWF,51.295643,0.480541,E02005153
L9R6Q,Prestwich Hospital,NHS TRUST SITE,M253BL,RXV,53.536749,-2.291465,E02001040
R0B1A,Primrose Hill Hospital,NHS TRUST SITE,NE325HA,R0B,54.967655,-1.485721,E02001784
RRJ31,Prince Of Wales Community Hospital,NHS TRUST SITE,B610BB,RRJ,52.344136,-2.055662,E02006703
RQWG4,Princess Alexandra Private Hospital,NHS TRUST SITE,CM201QX,RQW,51.771529,0.085457,E02004547
RHM12,Princess Anne Hospital,NHS TRUST SITE,SO165YA,RHM,50.935257,-1.434863,E02003550
RTK50,Princess Margaret Hospital,NHS TRUST SITE,SL43SJ,RTK,51.474696,-0.61028,E02003435
RJL51,Princess Royal Hospital,NHS TRUST SITE,HU89HE,RJL,53.776382,-0.279778,E02002661
RX233,Princess Royal Hospital,NHS TRUST SITE,RH164EX,RX2,50.991095,-0.090282,E02006614
RLQ19,Princess Royal Hospital,NHS TRUST SITE,TF16TF,RLQ,52.712107,-2.511491,E02002934
RJ132,Princess Royal University Hospital,NHS TRUST SITE,BR68ND,RJ1,51.366243,0.059146,E02000162
RTFDE,Priory Day Hospital,NHS TRUST SITE,NE290SF,RTF,55.011193,-1.456596,E02001759
RF4PH,Private Hospitals,NHS TRUST SITE,RM30PU,RF4,51.591379,0.233133,E02000470
RWX51,Prospect Park Hospital,NHS TRUST SITE,RG304EJ,RWX,51.449145,-1.014748,E02003403
RX41G,Prudhoe Hospital Team C,NHS TRUST SITE,NE425PB,RX4,54.94983,-1.841328,E02005731
Z3M8V,Purley Hospital,NHS TRUST SITE,CR82YL,RJ6,51.34074,-0.114466,E02000230
A9Z7S,Qe Surgery At Freeman Hospital,NHS TRUST SITE,NE77DN,RR7,55.002783,-1.593392,E02001714
RNZ23,Queen Alexandra Hospital,NHS TRUST SITE,PO63LY,RNZ,50.850297,-1.069932,E02003525
RTHH6,Queen Elizabeth Hospital,NHS TRUST SITE,B152GW,RTH,52.453198,-1.93847,E02001913
RR7EN,Queen Elizabeth Hospital,NHS TRUST SITE,NE96SX,RR7,54.93938,-1.580781,E02001697
RM114,Queen Elizabeth Hospital,NHS TRUST SITE,PE304ET,RM1,52.75663,0.446694,E02005560
RJ231,Queen Elizabeth Hospital,NHS TRUST SITE,SE184QH,RJ2,51.478193,0.050043,E02000327
RRK15,Queen Elizabeth Hospital Birmingham,NHS TRUST SITE,B152WB,RRK,52.450146,-1.941776,E02001913
RWR35,Queen Elizabeth Ii Hospital,NHS TRUST SITE,AL74HQ,RWR,51.783371,-0.188611,E02004987
RXT62,Queen Elizabeth Psychiatric Hospital,NHS TRUST SITE,B152QZ,RXT,52.450614,-1.941923,E02001913
RXY18,Queen Elizabeth The Queen Mother Hospital,NHS TRUST SITE,CT94AN,RXY,51.378053,1.389385,E02005135
RJ230,Queen Marys Hospital,NHS TRUST SITE,DA146LT,RJ2,51.419041,0.101687,E02000091
RVRA2,"Queen Marys Hospital, Roehampton",NHS TRUST SITE,SW155PN,RVR,51.45555,-0.241729,E02000938
RW5LC,Queen Victoria Hospital,NHS TRUST SITE,LA45QG,RW5,54.072877,-2.858631,E02005226
A4P3T,Queen Victoria Hospital,NHS TRUST SITE,RH193DZ,RPC,51.135073,-0.0029,E02006604
RVV56,Queen Victoria Memorial Hospital Womens Health,NHS TRUST SITE,CT66EB,RVV,51.367885,1.142881,E02005011
RATQH,Queens Hospital,NHS TRUST SITE,RM70AG,RAT,51.568647,0.179031,E02000480
RHA04,Rampton Hospital,NHS TRUST SITE,DN220PD,RHA,53.290647,-0.838941,E02005849
W1K1B,Ramsay Fulwood Hall Hospital,NHS TRUST SITE,PR29SZ,RXN,53.786317,-2.684036,E02005256
D9D3P,Ramsey Buckshawe Hospital,NHS TRUST SITE,PR77NA,RXN,53.686791,-2.672515,E02005302
RW401,Rathbone Hospital,NHS TRUST SITE,L134AW,RW4,53.407566,-2.915589,E02001378
RAX60,Ravenscourt Park Hospital,NHS TRUST SITE,W60TN,RAX,51.496407,-0.241454,E02000379
RTR18,Redcar Primary Care Hospital,NHS TRUST SITE,TS104NW,RTR,54.600591,-1.069722,E02002519
RP1F9,Redcliffe Day Hospital,NHS TRUST SITE,NN85AH,RP1,52.306714,-0.703095,E02005694
RRF60,Renacres Hospital,NHS TRUST SITE,L398SE,RRF,53.600127,-2.950697,E02005306
RHAAC,Retford Hospital,NHS TRUST SITE,DN227XF,RHA,53.325451,-0.950634,E02005839
RW5EF,Ribbleton Hospital,NHS TRUST SITE,PR26LS,RW5,53.771644,-2.657594,E02005261
RX35N,Richardson Hospital,NHS TRUST SITE,DL128ET,RX3,54.546607,-1.917558,E02007022
RW5LA,Ridge Lea Hospital,NHS TRUST SITE,LA13JT,RW5,54.049275,-2.779361,E02005233
RH589,Ridley Day Hospital,NHS TRUST SITE,BA99DQ,RH5,51.058753,-2.418169,E02006079
RXMA7,Ripley Hospital,NHS TRUST SITE,DE53HE,RXM,53.046983,-1.412407,E02004034
RCD02,Ripon And District Community Hospital,NHS TRUST SITE,HG42PR,RCD,54.135436,-1.527195,E02005762
RGT1V,Rivers Hospital,NHS TRUST SITE,CM210HH,RGT,51.807096,0.130457,E02004888
RWEWW,Rmh Day Hospital,NHS TRUST SITE,LE156NT,RWE,52.670802,-0.737539,E02002864
RL131,Robert Jones & Agnes Hunt Orthopaedic Hospital,NHS TRUST SITE,SY107AG,RL1,52.884212,-3.032685,E02006023
RX2H3,Roborough Day Hospital,NHS TRUST SITE,BN213XA,RX2,50.773731,0.283218,E02004363
RAJ46,Rochford Hospital,NHS TRUST SITE,SS41RB,RAJ,51.583955,0.702782,E02004569
RVJ35,Rockwell Day Hospital,NHS TRUST SITE,BS110TA,RVJ,51.506006,-2.649343,E02003014
RDERD,Roding Hospital,NHS TRUST SITE,IG45PZ,RDE,51.587154,0.043064,E02006925
RHM31,Romsey Hospital,NHS TRUST SITE,SO517ZA,RHM,50.992065,-1.481992,E02004823
RGT32,Rosie Hospital,NHS TRUST SITE,CB20QQ,RGT,52.173741,0.139114,E02003731
A2M6H,Ross Community Hospital,NHS TRUST SITE,HR95AD,RLQ,51.91256,-2.583402,E02002926
RXL09,Rossall Hospital Rehabilitation Unit,NHS TRUST SITE,FY78JH,RXL,53.901094,-3.04479,E02005321
RTFEF,Rothbury Community Hospital,NHS TRUST SITE,NE657RW,RTF,55.306771,-1.913915,E02005705
RHQRT,Rotherham District General Hospital,NHS TRUST SITE,S602UD,RHQ,53.413972,-1.34288,E02001600
RV3A3,Roundwood Day Hospital,NHS TRUST SITE,NW102HH,RV3,51.544717,-0.236838,E02000116
R1ADA,Rowan House Emi Facility & Day Hospital,NHS TRUST SITE,WR141JE,R1A,52.125913,-2.320654,E02006713
RJE92,Rowley Hall Hospital,NHS TRUST SITE,ST179AQ,RJE,52.794778,-2.126281,E02006199
RXK10,Rowley Regis Hospital,NHS TRUST SITE,B658DA,RXK,52.480712,-2.052074,E02002075
RV355,Roxbourne Hospital,NHS TRUST SITE,HA20UE,RV3,51.56732,-0.363104,E02000460
RTV2F,Royal Albert Edward Hospital,NHS TRUST SITE,WN12NN,RTV,53.55774,-2.629091,E02001292
A0V1J,Royal Alexandra Hospital,NHS TRUST SITE,BN25BE,RYR,50.819468,-0.118177,E02003521
RXR20,Royal Blackburn Hospital,NHS TRUST SITE,BB23HH,RXR,53.73556,-2.462716,E02002625
RMC01,Royal Bolton Hospital,NHS TRUST SITE,BL40JR,RMC,53.553957,-2.429894,E02001012
RD312,Royal Bournemouth Hospital,NHS TRUST SITE,BH77DW,RD3,50.747482,-1.82052,E02003182
A5Q7N,Royal Brompton Hospital,NHS TRUST SITE,SW36NP,RJ1,51.489743,-0.170855,E02000595
RTGFG,Royal Derby Hospital,NHS TRUST SITE,DE223NE,RTG,52.910425,-1.513523,E02002812
RH801,Royal Devon & Exeter Hospital,NHS TRUST SITE,EX25DW,RH8,50.716703,-3.50668,E02004161
RP420,Royal Free Hospital,NHS TRUST SITE,NW32QG,RP4,51.553224,-0.165324,E02000173
RHQHH,Royal Hallamshire Hospital,NHS TRUST SITE,S102JF,RHQ,53.378355,-1.493331,E02001640
RNZ57,Royal Hampshire County Hospital,NHS TRUST SITE,SO225DG,RNZ,51.061706,-1.32917,E02004835
RHM19,Royal Hospital Haslar Peripheral Clinic,NHS TRUST SITE,PO122AA,RHM,50.786018,-1.124646,E02004750
RBN57,Royal Liverpool Childrens Hospital,NHS TRUST SITE,L122AP,RBN,53.421263,-2.897795,E02001372
H3B7S,Royal Liverpool Dental Hospital,NHS TRUST SITE,L35PS,RBQ,53.408922,-2.967022,E02001377
REP17,Royal Liverpool University Hospital,NHS TRUST SITE,L78XP,REP,53.409506,-2.964809,E02001377
RVRD9,Royal Marsden Hospital,NHS TRUST SITE,SM25PT,RVR,51.343477,-0.191089,E02000861
RRVP5,Royal National Ent And Eastman Dental Hospitals,NHS TRUST SITE,WC1E6DG,RRV,51.521683,-0.133542,E02000191
RAN02,Royal National Orthopaedic Hospital,NHS TRUST SITE,W1W5AQ,RAN,51.52331,-0.143289,E02000972
RAN03,Royal National Orthopaedic Hospital At Spire Bushey,NHS TRUST SITE,WD231RD,RAN,51.637339,-0.331732,E02004908
RAL16,"Royal National Throat, Nose & Ear Hospital",NHS TRUST SITE,WC1X8DA,RAL,51.529203,-0.119189,E02007115
RT203,Royal Oldham Hospital Mental Health Services,NHS TRUST SITE,OL12PN,RT2,53.550382,-2.129113,E02001113
RRJ05,Royal Orthopaedic Hospital,NHS TRUST SITE,B312AP,RRJ,52.420088,-1.96116,E02001939
RGM21,Royal Papworth Hospital,NHS TRUST SITE,CB20AY,RGM,52.173522,0.136046,E02003731
RGM13,Royal Papworth Hospital,NHS TRUST SITE,PE296XY,RGM,52.344926,-0.197256,E02003762
RW5EE,Royal Preston Hospital,NHS TRUST SITE,PR29HT,RW5,53.791521,-2.706842,E02005256
RXWMS,Royal Shrewsbury Hospital,NHS TRUST SITE,SY38XQ,RXW,52.709274,-2.793689,E02006034
RHMTC,Royal South Hants Hospital Treatment Centre,NHS TRUST SITE,SO140YG,RHM,50.912389,-1.397076,E02003570
RJE01,Royal Stoke University Hospital,NHS TRUST SITE,ST46QG,RJE,53.003262,-2.211798,E02002968
RXX24,Royal Surrey County Hospital,NHS TRUST SITE,GU27XX,RXX,51.241016,-0.607463,E02006355
RD130,Royal United Hospital,NHS TRUST SITE,BA13NG,RD1,51.391665,-2.391218,E02002992
RD183,Royal United Hospital Peasedown,NHS TRUST SITE,BA28SG,RD1,51.312224,-2.414415,E02003006
