Code,Name,Primary Role Name,Postcode,Is Operated By - Code,latitude,longitude,msoa
RQX44,St. Josephs Hospice,NHS TRUST SITE,E84SA,RQX,51.537053,-0.056255,E02000367
RJ8A2,St. Julias Hospice,NHS TRUST SITE,TR274HW,RJ8,50.181449,-5.423213,E02003944
RCB42,St. Leonards Hospice,NHS TRUST SITE,YO89BX,RCB,53.777485,-1.078335,E02005814
RXACR,St. Lukes Hospice,NHS TRUST SITE,CW73PR,RXA,53.197479,-2.496102,E02003886
R1K41,St. Lukes Hospice,NHS TRUST SITE,HA30YG,R1K,51.586705,-0.300263,E02000096
RY698,St. Lukes The Sheffield Hospice,NHS TRUST SITE,S119NE,RY6,53.343874,-1.521646,E02001678
A2L9A,St. Michaels Hospice,NHS TRUST SITE,HR14HA,RLQ,52.061561,-2.631448,E02002912
RGRNH,St. Nicholas Hospice,NHS TRUST SITE,IP332QY,RGR,52.228081,0.708503,E02006281
R1AEK,St. Richards Hospice,NHS TRUST SITE,WR52QT,R1A,52.185328,-2.179652,E02006743
RYR89,St. Wilfrids Hospice,NHS TRUST SITE,PO198FP,RYR,50.825229,-0.784633,E02006571
RDES2,St..Elizabeths Hospice,NHS TRUST SITE,IP45PD,RDE,52.056849,1.197915,E02006253
RX3PR,Teesside Hospice,NHS TRUST SITE,TS55NW,RX3,54.55381,-1.249786,E02002504
RDU61,Thames Hospice Care,NHS TRUST SITE,SL57RD,RDU,51.409358,-0.689026,E02003437
RDUX5,Thames Hospice Care Cowph,NHS TRUST SITE,SL24HL,RDU,51.532007,-0.573992,E02003411
RWXNR,Thames Valley Hospice,NHS TRUST SITE,SL43RW,RWX,51.473235,-0.632727,E02003434
C7X4K,The Hospice Of St. Francis,NHS TRUST SITE,HP43GW,RYX,51.766246,-0.599477,E02004861
RY3A3,The Norfolk Hospice,NHS TRUST SITE,PE316BH,RY3,52.798427,0.550884,E02005554
RC929,The Pasque Hospice,NHS TRUST SITE,LU40DZ,RC9,51.894152,-0.474405,E02003270
RXL58,Trinity Hospice,NHS TRUST SITE,FY20BG,RXL,53.842471,-3.02728,E02002636
RJ1TH,Trinity Hospice,NHS TRUST SITE,SW40RN,RJ1,51.461911,-0.146174,E02000630
RVWHY,Uh Hartlepool Hospice,NHS TRUST SITE,TS249AH,RVW,54.702398,-1.227837,E02002484
RVWNY,Uh North Tees Hospice,NHS TRUST SITE,TS198PE,RVW,54.582857,-1.347581,E02002543
RBK83,Walsall Hospice,NHS TRUST SITE,WS31SJ,RBK,52.61379,-1.978226,E02002122
RJC1W,Warwick Myton Hospice,NHS TRUST SITE,CV346PX,RJC,52.28263,-1.55866,E02006530
RBD60,Weldmar Hospice D.C.H.,NHS TRUST SITE,DT12JY,RBD,50.71294,-2.446936,E02007006
RR850,Wheatfield Hospice,NHS TRUST SITE,LS62AE,RR8,53.82129,-1.573862,E02006861
RTE05,Wheatstone Day Hospice,NHS TRUST SITE,GL43TA,RTE,51.85852,-2.198301,E02004641
RBN62,Willowbrook Hospice,NHS TRUST SITE,L342QT,RBN,53.433387,-2.777861,E02001423
Y0U3X,Willowbrook Hospice Fundraising Office,NHS TRUST SITE,WA103RN,RW4,53.447715,-2.751231,E02001417
RXP31,Willowburn Hospice,NHS TRUST SITE,DH70QS,RXP,54.839818,-1.733464,E02004306
RTV0N,Woodlands Hospice,NHS TRUST SITE,L97LA,RTV,53.46568,-2.938531,E02001351
