Code,Name,Primary Role Name,Postcode,Is Operated By - Code,latitude,longitude,msoa
RTQ2A,Charlton Lane Hospital,NHS TRUST SITE,GL539DZ,RTQ,51.881059,-2.073674,E02004614
H7M9U,Cheltenham General Hospital Elective Surgical Hub,NHS TRUST SITE,GL537AN,RTE,51.89212,-2.071883,E02004608
RN333,Chippenham Community Hospital,NHS TRUST SITE,SN152AJ,RN3,51.452539,-2.126709,E02006654
RNZ15,Christchurch Hospital,NHS TRUST SITE,BH232JX,RNZ,50.745165,-1.790155,E02004237
RTE23,Cirencester Hospital,NHS TRUST SITE,GL71UY,RTE,51.712383,-1.975463,E02004621
RVJ04,Clevedon Hospital,NHS TRUST SITE,BS216BS,RVJ,51.43789,-2.845895,E02003069
RVJ21,Cossham Hospital,NHS TRUST SITE,BS151LF,RVJ,51.468887,-2.51612,E02003029
RBZ88,Crediton Hospital,NHS TRUST SITE,EX173NH,RBZ,50.792373,-3.674126,E02004174
A5Q9Q,Crewkerne Hospital,NHS TRUST SITE,TA188BG,RH5,50.879978,-2.79788,E02006095
RA955,Dartmouth Hospital,NHS TRUST SITE,TQ69BD,RA9,50.35029,-3.577672,E02004195
RA956,Dawlish Hospital,NHS TRUST SITE,EX79DH,RA9,50.580583,-3.474788,E02004206
RTE02,Delancey Hospital,NHS TRUST SITE,GL539DT,RTE,51.878307,-2.076378,E02004614
RTQ73,Denmark Road Day Hospital,NHS TRUST SITE,GL13HZ,RTQ,51.870712,-2.232124,E02004637
RK950,Derriford Hospital,NHS TRUST SITE,PL68DH,RK9,50.41672,-4.113684,E02003126
RN330,Devizes Community Hospital,NHS TRUST SITE,SN101EF,RN3,51.354581,-1.99323,E02006638
RTE31,Dilke Memorial Hospital,NHS TRUST SITE,GL143HX,RTE,51.811207,-2.519863,E02004629
I7M3Y,Dorset County Hospital Outpatient Therapies Centre,NHS TRUST SITE,DT29RL,RBD,50.751635,-2.456533,E02004272
REFY2,Duchy Hospital,NHS TRUST SITE,TR13UP,REF,50.267934,-5.093566,E02003909
RJ803,Edward Hain Hospital,NHS TRUST SITE,TR262BS,RJ8,50.207542,-5.479117,E02003943
RH884,Exeter Nuffield Hospital,NHS TRUST SITE,EX24UG,RH8,50.71631,-3.511285,E02004157
RH858,Exmouth Hospital,NHS TRUST SITE,EX82JN,RH8,50.620545,-3.401608,E02004148
RTE24,Fairford Hospital,NHS TRUST SITE,GL74BB,RTE,51.708112,-1.778181,E02004623
RJ842,Falmouth Hospital,NHS TRUST SITE,TR112JA,RJ8,50.155684,-5.086142,E02003917
RWVGA,Forensic Services Langdon Hospital,NHS TRUST SITE,EX70NR,RWV,50.599669,-3.468178,E02004205
Y4W1S,Forest Of Dean Community Hospital,NHS TRUST SITE,GL143HY,RTQ,51.832843,-2.508315,E02004629
REFX7,Fowey Hospital,NHS TRUST SITE,PL231EE,REF,50.338498,-4.639222,E02003960
RWV98,Franklyn Community Hospital,NHS TRUST SITE,EX29HS,RWV,50.712399,-3.549433,E02004160
RVJ20,Frenchay Hospital,NHS TRUST SITE,BS161JE,RVJ,51.49627,-2.521557,E02007067
A0H3E,Frome Community Hospital,NHS TRUST SITE,BA112FH,RH5,51.237318,-2.311568,E02006049
RVJ60,Glenside Hospital,NHS TRUST SITE,BS161DD,RVJ,51.484959,-2.542916,E02003023
RVJ14,Gloucester House/ Dorian Day Hospital,NHS TRUST SITE,BS70XN,RVJ,51.493671,-2.587989,E02003015
RTE06,Gloucestershire Hospitals Nhs Trust Hq,NHS TRUST SITE,GL537AG,RTE,51.89105,-2.070522,E02004613
RTQ03,Gloucestershire Royal Hospital,NHS TRUST SITE,GL13NN,RTQ,51.866379,-2.232073,E02004637
RVN6A,Green Lane Hospital,NHS TRUST SITE,SN105DS,RVN,51.33915,-1.981303,E02006638
RVJ02,Ham Green Hospital,NHS TRUST SITE,BS200HH,RVJ,51.477331,-2.675211,E02003068
RH802,Heavitree Hospital,NHS TRUST SITE,EX12ED,RH8,50.724387,-3.514024,E02004156
REF86,Helston Hospital,NHS TRUST SITE,TR138DR,REF,50.091946,-5.264928,E02003928
RDY12,Herbert Hospital,NHS TRUST SITE,BH48EW,RDY,50.716727,-1.904421,E02006885
A1Y7Q,Holsworthy Hospital,NHS TRUST SITE,EX226JQ,RH8,50.81832,-4.349661,E02004227
RH854,Honiton Hospital,NHS TRUST SITE,EX142DE,RH8,50.794926,-3.186577,E02004130
RWV94,Hospital Lane,NHS TRUST SITE,EX13PQ,RWV,50.73179,-3.482394,E02004155
V2X8Z,Hospital@Home,NHS TRUST SITE,TA12PX,RH5,51.014082,-3.067996,E02006104
A2A2M,Ilfracombe Hospital,NHS TRUST SITE,EX348JF,RH8,51.204514,-4.12442,E02004177
RDY02,Kings Park Hospital,NHS TRUST SITE,BH76JF,RDY,50.731593,-1.833361,E02003182
RJ870,Launceston Hospital,NHS TRUST SITE,PL159JD,RJ8,50.628374,-4.359805,E02003935
RK920,Liskeard Community Hospital,NHS TRUST SITE,PL143XD,RK9,50.461585,-4.450981,E02003895
A2D2A,Lydney Hospital,NHS TRUST SITE,GL155JE,RTQ,51.727315,-2.536896,E02004634
RVJ23,Manor Park Hospital,NHS TRUST SITE,BS162EW,RVJ,51.483145,-2.538833,E02003024
RN332,Melksham Community Hospital,NHS TRUST SITE,SN127NZ,RN3,51.367131,-2.131543,E02006680
A5T0F,Minehead Comm Hospital,NHS TRUST SITE,TA246DF,RH5,51.200109,-3.461912,E02006114
RTE22,Moore Cottage Hospital,NHS TRUST SITE,GL542AZ,RTE,51.886317,-1.75678,E02004617
RTQ86,Moreton In Marsh Hospital,NHS TRUST SITE,GL560BS,RTQ,51.992299,-1.704764,E02004616
RBZ89,Moretonhampstead Hospital,NHS TRUST SITE,TQ138LN,RBZ,50.661475,-3.765981,E02004203
RK901,Mount Gould Hospital,NHS TRUST SITE,PL47QD,RK9,50.37838,-4.112782,E02003142
RA982,Mount Stuart Hospital,NHS TRUST SITE,TQ14UP,RA9,50.475093,-3.541757,E02003157
RH5A8,Musgrove Park Hospital,NHS TRUST SITE,TA15DA,RH5,51.011569,-3.121702,E02006109
RTQAB,New Tewkesbury Community Hospital,NHS TRUST SITE,GL205QJ,RTQ,51.992807,-2.149509,E02004667
RJ807,Newquay Hospital,NHS TRUST SITE,TR71RQ,RJ8,50.411057,-5.07421,E02003955
RK913,Newton Abbot Community Hospital,NHS TRUST SITE,TQ122TS,RK9,50.539359,-3.612255,E02004212
RWV37,Newton Abbot Hospital,NHS TRUST SITE,TQ124PT,RWV,50.528653,-3.60801,E02004215
RH8K6,Nhs Nightingale Hospital Exeter,NHS TRUST SITE,EX27JG,RH8,50.724639,-3.464586,E02004159
RJZ06,Nightingale Hospital Bristol,NHS TRUST SITE,BS161ZG,RJZ,51.503299,-2.549272,E02007066
A2E5F,North Cotswolds Hospital,NHS TRUST SITE,GL560DS,RTQ,51.983554,-1.705957,E02004616
RH880,North Devon District Hospital,NHS TRUST SITE,EX314JB,RH8,51.092169,-4.050431,E02004181
RA704,Nuffield Health Bristol Hospital,NHS TRUST SITE,BS81BN,RA7,51.453605,-2.615998,E02003041
RWV13,Okehampton Community Hospital,NHS TRUST SITE,EX201PN,RWV,50.741913,-3.997201,E02004230
RBZ81,Ottery St. Mary Hospital,NHS TRUST SITE,EX111DN,RBZ,50.750113,-3.291574,E02004136
A5V8M,Paignton Hospital,NHS TRUST SITE,TQ33AG,RA9,50.437137,-3.5688,E02003167
RN3C3,Paulton Memorial Hospital,NHS TRUST SITE,BS397SB,RN3,51.298674,-2.493295,E02003007
RK968,Plymouth Nuffield Hospital,NHS TRUST SITE,PL68BG,RK9,50.418667,-4.114461,E02003126
REF26,Poltair Hospital,NHS TRUST SITE,TR208SR,REF,50.131662,-5.559865,E02003947
RD300,Poole General Hospital,NHS TRUST SITE,BH152JB,RD3,50.721987,-1.973117,E02003208
RBD08,Portland Hospital,NHS TRUST SITE,DT51AX,RBD,50.565817,-2.444822,E02004288
RH589,Ridley Day Hospital,NHS TRUST SITE,BA99DQ,RH5,51.058753,-2.418169,E02006079
RVJ35,Rockwell Day Hospital,NHS TRUST SITE,BS110TA,RVJ,51.506006,-2.649343,E02003014
RD312,Royal Bournemouth Hospital,NHS TRUST SITE,BH77DW,RD3,50.747482,-1.82052,E02003182
RH801,Royal Devon & Exeter Hospital,NHS TRUST SITE,EX25DW,RH8,50.716703,-3.50668,E02004161
RD130,Royal United Hospital,NHS TRUST SITE,BA13NG,RD1,51.391665,-2.391218,E02002992
RD183,Royal United Hospital Peasedown,NHS TRUST SITE,BA28SG,RD1,51.312224,-2.414415,E02003006
RHU26,Salisbury District Hospital,NHS TRUST SITE,SP28BJ,RHU,51.043946,-1.789823,E02006672
RN313,Savernake Hospital,NHS TRUST SITE,SN83HL,RN3,51.415406,-1.704914,E02006636
RH809,Scott Hospital,NHS TRUST SITE,PL22PQ,RH8,50.390649,-4.161893,E02003134
RBZ86,Seaton Hospital,NHS TRUST SITE,EX122UU,RBZ,50.711803,-3.071506,E02004138
RD167,Shepton Mallet Community Hospital,NHS TRUST SITE,BA44PG,RD1,51.190575,-2.562486,E02006055
RBZ83,Sidmouth Hospital,NHS TRUST SITE,EX108EW,RBZ,50.68161,-3.239655,E02004140
RA773,South Bristol Community Hospital,NHS TRUST SITE,BS140DE,RA7,51.412858,-2.583357,E02003058
RK935,South Hams Hospital,NHS TRUST SITE,TQ71AT,RK9,50.288709,-3.778826,E02004198
A2A2Y,South Molton Hospital,NHS TRUST SITE,EX364DP,RH8,51.017013,-3.839455,E02004187
I9U7R,South Newton Hospital,NHS TRUST SITE,SP20QD,RNZ,51.107224,-1.876015,E02006664
J7Q2V,South Petherton Hospital,NHS TRUST SITE,TA135EF,RH8,50.953148,-2.79828,E02006084
RVJ01,Southmead Hospital,NHS TRUST SITE,BS105NB,RVJ,51.494806,-2.591016,E02003015
C9K0U,Spire Bristol Hospital,NHS TRUST SITE,BS66UT,RH8,51.472044,-2.614865,E02003028
RDY10,St. Anns Hospital,NHS TRUST SITE,BH137LN,RDY,50.699151,-1.928109,E02003211
RJ801,St. Austell Community Hospital,NHS TRUST SITE,PL266AD,RJ8,50.327877,-4.772363,E02003964
RK912,St. Barnabas Hospital,NHS TRUST SITE,PL124BU,RK9,50.407319,-4.214082,E02003900
RD311,St. Leonards Hospital,NHS TRUST SITE,BH242RR,RD3,50.81726,-1.856578,E02004246
RD132,St. Martins Hospital,NHS TRUST SITE,BA25RP,RD1,51.358169,-2.372621,E02003001
REF89,St. Marys Hospital,NHS TRUST SITE,TR210LE,REF,49.913052,-6.309288,E02006781
RA707,St. Michaels Hospital,NHS TRUST SITE,BS28EG,RA7,51.459131,-2.599391,E02006951
REF02,St. Michaels Hospital,NHS TRUST SITE,TR274JA,REF,50.180352,-5.424423,E02003944
RK965,St.. Austell Community Hospital,NHS TRUST SITE,PL266AA,RK9,50.327141,-4.77305,E02003964
RTE04,Standish Hospital Site,NHS TRUST SITE,GL103HA,RTE,51.7575,-2.267151,E02004653
A1Y9P,Stratton Hospital,NHS TRUST SITE,EX239BR,RH8,50.830745,-4.517539,E02003931
RTE26,Stroud General Hospital,NHS TRUST SITE,GL52HY,RTE,51.743022,-2.208136,E02004656
RTE27,Stroud Maternity Hospital,NHS TRUST SITE,GL52JB,RTE,51.742293,-2.208857,E02004656
T6R4A,Sulis Hospital Bath Elective Surgical Hub,NHS TRUST SITE,BA28SQ,RD1,51.311327,-2.416516,E02003006
RDZ17,Swanage Community Hospital,NHS TRUST SITE,BH192ES,RDZ,50.60551,-1.961213,E02004268
RK922,Tavistock Hospital,NHS TRUST SITE,PL198LD,RK9,50.547178,-4.153576,E02004233
RBZ3H,Teignmouth Hospital,NHS TRUST SITE,TQ149BQ,RBZ,50.548369,-3.511159,E02004210
A2E9W,Tetbury Hospital,NHS TRUST SITE,GL88XB,RTQ,51.635175,-2.154744,E02004625
RTQ87,Tewkesbury General Hospital,NHS TRUST SITE,GL205QN,RTQ,51.992156,-2.152471,E02004667
A2D3F,Tewkesbury Hospital,NHS TRUST SITE,GL205GJ,RTQ,51.99229,-2.153433,E02004667
RVJ15,The Bristol Nuffield Hospital,NHS TRUST SITE,BS81JU,RVJ,51.455349,-2.607487,E02006951
RVJ50,The Elms Day Hospital,NHS TRUST SITE,BS351DG,RVJ,51.609847,-2.524187,E02003090
RN325,The Great Western Hospital,NHS TRUST SITE,SN36BB,RN3,51.538528,-1.7272,E02003219
RNZ63,The Ridgeway Hospital,NHS TRUST SITE,SN49DD,RNZ,51.525325,-1.786161,E02003236
A2C8N,The Vale Hospital,NHS TRUST SITE,GL114BA,RTQ,51.688047,-2.353364,E02004664
RVJ05,Thornbury Hospital,NHS TRUST SITE,BS351DN,RVJ,51.61167,-2.518894,E02003090
RH853,Tiverton And District Hospital,NHS TRUST SITE,EX166NT,RH8,50.909404,-3.492967,E02004168
RH878,Torbay District General Hospital,NHS TRUST SITE,TQ27AA,RH8,50.482316,-3.553804,E02003156
RA907,Torbay Hospital Annexe,NHS TRUST SITE,TQ27BA,RA9,50.485602,-3.555957,E02003156
RBZ98,Torrington Hospital,NHS TRUST SITE,EX387BJ,RBZ,50.954726,-4.136969,E02004225
RK904,Totnes Community Hospital,NHS TRUST SITE,TQ95GH,RK9,50.432772,-3.684189,E02004191
RK903,Treliske Hospital,NHS TRUST SITE,TR13LJ,RK9,50.266686,-5.091464,E02003909
RH5T8,Trinity Hospital,NHS TRUST SITE,TA13JG,RH5,51.013945,-3.091628,E02006108
RN334,Trowbridge Community Hospital,NHS TRUST SITE,BA148PH,RN3,51.325295,-2.209882,E02006684
RTQ77,Tyndale Centre Day Hospital,NHS TRUST SITE,GL114JX,RTQ,51.680587,-2.354508,E02004664
RA7PH,Uh Bristol Private Hospitals,NHS TRUST SITE,BS28HW,RA7,51.459182,-2.59614,E02006951
Z2O4N,University Hospital Bristol And Weston Virtual Site,NHS TRUST SITE,BS13NU,RA7,51.459478,-2.593019,E02003036
R2U5J,University Hospitals Bristol And Weston Nhs Foundation Trust,NHS TRUST SITE,BS28AE,RA7,51.457951,-2.596238,E02006951
T5Q9D,University Hospitals Plymouth Estover,NHS TRUST SITE,PL67LX,RK9,50.420879,-4.094118,E02003122
RA709,University Of Bristol Dental Hospital,NHS TRUST SITE,BS12LY,RA7,51.458613,-2.595196,E02006951
RTE89,Vale Hospital,NHS TRUST SITE,GL114BZ,RTE,51.68954,-2.359177,E02004664
V4I9R,Wareham Hospital,NHS TRUST SITE,BH204QQ,RDY,50.686986,-2.116747,E02004265
RNZ32,Warminster Community Hospital,NHS TRUST SITE,BA128QS,RNZ,51.206704,-2.181715,E02006694
A2D7L,Weavers Croft Hospital,NHS TRUST SITE,GL52HZ,RTQ,51.742704,-2.209872,E02004656
RH5T5,Wellesley Hospital,NHS TRUST SITE,TA219FF,RH5,50.978961,-3.205618,E02006110
RH5F1,Wellington & District Cottage Hospital,NHS TRUST SITE,TA218QQ,RH5,50.976671,-3.227413,E02006110
RJ840,West Cornwall Hospital,NHS TRUST SITE,TR182PF,RJ8,50.122056,-5.542976,E02003949
RHM25,West Dorset General Hospital Peripheral Clinic,NHS TRUST SITE,DT12JY,RHM,50.71294,-2.446936,E02007006
A0J8A,West Mendip Hospital,NHS TRUST SITE,BA68JD,RH5,51.160478,-2.699231,E02006057
RNZ52,Westbury Community Hospital,NHS TRUST SITE,BA133EL,RNZ,51.255231,-2.183483,E02007024
RDYEG,Westhaven Hospital,NHS TRUST SITE,DT40QE,RDY,50.615226,-2.480042,E02004285
RNZ01,Westminster Memorial Hospital,NHS TRUST SITE,SP78BD,RNZ,51.004721,-2.20015,E02004257
RVJJ8,Weston General Hospital,NHS TRUST SITE,BS234TQ,RVJ,51.322335,-2.971399,E02003089
V6G0W,Weymouth Community Hospital,NHS TRUST SITE,DT47TB,R0D,50.621036,-2.451012,E02004284
RBZ79,Whipton Hospital,NHS TRUST SITE,EX13RB,RBZ,50.730976,-3.484154,E02004155
A5T0V,Williton Hospital,NHS TRUST SITE,TA44RA,RH5,51.162888,-3.323208,E02006116
RH5C4,Willowbank Day Hospital,NHS TRUST SITE,BA51TH,RH5,51.20302,-2.655661,E02006054
RD310,Wimborne Hospital,NHS TRUST SITE,BH211ER,RD3,50.802195,-1.995918,E02004252
RTE15,Winchcombe Hospital,NHS TRUST SITE,GL545NQ,RTE,51.948908,-1.975269,E02004668
RLQ24,Winfield Hospital,NHS TRUST SITE,GL29WH,RLQ,51.880438,-2.242431,E02004637
A2C6R,Wotton Lawn Hospital,NHS TRUST SITE,GL13PX,RTQ,51.865969,-2.225797,E02004637
RNZ19,Yeatman Hospital,NHS TRUST SITE,DT93JU,RNZ,50.949734,-2.51903,E02004269
RA430,Yeovil District Hospital,NHS TRUST SITE,BA214AT,RA4,50.944843,-2.634712,E02006088
